3Kvar,End Time,Meter,Start Time,avgAmp,avgKva,avgKvar,avgKw,avgPf,avgTHD,avgVolt,l1Amp,l1Kva,l1Kvar,l1Kw,l1Pf,l1THD,l1Volt,l2Amp,l2Kva,l2Kvar,l2Kw,l2Pf,l2THD,l2Volt,l3Amp,l3Kva,l3Kw,l3Pf,l3THD,l3Volt,peakKva,peakKw
2.34,2025-09-05 02:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 02:30:00,73.65,63.20,6.27,61.26,99.90,4.85,288.01,71.97,20.42,1.82,19.80,99.90,4.91,286.16,76.77,22.16,2.11,21.51,99.90,5.29,290.69,72.22,20.62,19.94,99.90,4.34,287.19,67.30,66.40
2.27,2025-09-05 02:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 02:45:00,69.53,59.61,6.01,57.60,99.90,5.12,288.22,67.41,19.16,1.71,18.53,99.90,5.04,286.37,72.75,20.97,2.03,20.33,99.90,5.63,290.78,68.43,19.49,18.73,99.90,4.69,287.50,65.20,62.40
2.29,2025-09-05 03:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 03:00:00,75.11,64.52,6.38,62.40,99.90,4.91,288.21,73.71,20.96,2.01,20.16,99.90,4.77,286.31,78.02,22.54,2.09,21.80,99.90,5.46,290.68,73.61,21.02,20.44,99.90,4.49,287.65,65.30,63.40
2.17,2025-09-05 03:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 03:15:00,66.81,57.27,5.83,55.33,99.90,5.20,288.30,65.07,18.43,1.71,17.73,99.90,5.23,286.27,69.71,20.11,1.95,19.47,99.90,5.70,290.91,65.64,18.73,18.13,99.90,4.67,287.71,64.10,62.40
2.37,2025-09-05 03:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 03:30:00,74.94,64.31,6.47,62.27,99.90,4.82,288.35,73.45,20.90,1.93,20.20,99.90,4.89,286.57,77.45,22.32,2.16,21.73,99.90,5.30,290.90,73.94,21.09,20.33,99.90,4.29,287.58,66.50,64.40
2.20,2025-09-05 03:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 03:45:00,69.87,59.91,6.07,57.53,99.90,4.96,287.97,68.38,19.37,1.79,18.60,99.90,5.02,286.10,73.06,21.12,2.08,20.33,99.90,5.41,290.55,68.17,19.41,18.60,99.90,4.44,287.26,64.20,61.40
2.35,2025-09-05 04:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 04:00:00,74.15,63.56,6.39,61.60,99.90,4.82,287.78,72.63,20.62,1.99,20.00,99.90,4.80,285.87,76.98,22.17,2.06,21.67,99.90,5.29,290.26,72.85,20.77,19.93,99.90,4.38,287.19,65.50,63.40
2.24,2025-09-05 04:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 04:15:00,70.14,60.14,6.12,58.04,99.90,4.96,287.86,68.43,19.45,1.83,18.66,99.90,4.94,286.03,72.73,20.98,2.05,20.37,99.90,5.59,290.34,69.26,19.71,19.01,99.90,4.36,287.21,63.80,61.40
2.27,2025-09-05 04:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 04:30:00,73.66,63.13,6.27,60.93,99.90,4.80,287.74,71.76,20.37,1.92,19.67,99.90,4.84,285.95,76.17,21.95,2.08,21.20,99.90,5.31,290.07,73.05,20.81,20.07,99.90,4.23,287.21,67.10,65.40
2.24,2025-09-05 04:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 04:45:00,72.00,61.76,6.24,59.76,99.90,4.89,288.01,70.44,20.02,1.86,19.30,99.90,4.89,286.26,75.42,21.78,2.13,21.30,99.90,5.41,290.51,70.15,19.96,19.16,99.90,4.37,287.27,66.70,65.40
2.26,2025-09-05 05:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 05:00:00,71.09,60.90,6.17,58.87,99.90,4.93,287.42,69.43,19.67,1.77,19.00,99.90,5.01,285.61,74.03,21.37,2.13,20.73,99.90,5.37,290.06,69.81,19.85,19.13,99.90,4.40,286.57,63.70,61.40
2.29,2025-09-05 05:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 05:15:00,73.68,63.11,6.35,60.80,99.90,4.80,287.42,72.59,20.61,1.93,19.80,99.90,4.75,285.62,76.51,22.03,2.13,21.27,99.90,5.19,289.95,71.92,20.47,19.73,99.90,4.45,286.70,68.70,67.40
2.26,2025-09-05 05:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 05:30:00,68.98,59.12,6.11,56.76,99.90,5.19,288.31,67.19,19.05,1.78,18.30,99.90,5.14,286.50,72.06,20.81,2.07,19.87,99.90,5.61,290.91,67.69,19.26,18.59,99.90,4.81,287.53,59.80,57.40
2.31,2025-09-05 05:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 05:45:00,75.70,65.05,6.41,62.87,99.90,4.71,288.40,74.34,21.17,2.02,20.40,99.90,4.75,286.65,78.01,22.51,2.07,21.80,99.90,5.26,290.70,74.75,21.37,20.67,99.90,4.13,287.85,69.10,66.40
2.31,2025-09-05 06:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 06:00:00,69.26,59.41,6.17,57.13,99.90,5.04,288.04,68.10,19.33,1.80,18.73,99.90,4.99,286.13,71.92,20.79,2.06,19.93,99.90,5.51,290.74,67.76,19.29,18.47,99.90,4.61,287.25,60.40,58.40
2.35,2025-09-05 06:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 06:15:00,73.74,63.17,6.44,61.53,99.90,4.92,287.85,72.83,20.71,1.84,20.07,99.90,4.86,286.19,76.90,22.14,2.25,21.67,99.90,5.31,290.58,71.50,20.31,19.80,99.90,4.59,286.79,64.40,62.40
2.21,2025-09-05 06:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 06:30:00,70.02,60.03,6.03,58.13,99.90,5.15,287.88,68.79,19.53,1.75,19.00,99.90,5.17,286.09,73.27,21.13,2.07,20.40,99.90,5.54,290.47,68.01,19.37,18.73,99.90,4.75,287.07,62.40,60.40
2.33,2025-09-05 06:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 06:45:00,73.05,62.64,6.35,60.67,99.90,4.92,287.94,71.93,20.39,1.90,19.80,99.90,4.97,286.09,76.18,21.98,2.11,21.33,99.90,5.31,290.61,71.05,20.27,19.53,99.90,4.46,287.14,64.40,62.40
2.28,2025-09-05 07:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 07:00:00,72.72,62.41,6.21,60.54,99.90,4.87,288.27,71.96,20.46,1.80,19.80,99.90,4.81,286.45,76.03,21.98,2.13,21.44,99.90,5.33,291.01,70.16,19.97,19.30,99.90,4.47,287.36,63.30,61.40
2.29,2025-09-05 07:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 07:15:00,71.48,61.34,6.17,59.26,99.90,4.96,288.23,70.41,20.00,1.86,19.30,99.90,4.89,286.38,74.89,21.61,2.03,20.94,99.90,5.41,290.91,69.14,19.73,19.01,99.90,4.58,287.41,66.00,64.40
2.27,2025-09-05 07:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 07:30:00,71.93,61.68,6.17,59.93,99.90,4.96,288.22,70.43,20.01,1.85,19.47,99.90,5.02,286.25,75.64,21.82,2.05,21.27,99.90,5.45,290.87,69.71,19.85,19.20,99.90,4.42,287.55,64.20,61.40
2.17,2025-09-05 07:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 07:45:00,69.05,59.13,6.11,56.80,99.90,5.16,287.94,66.95,18.97,1.79,18.27,99.90,5.19,286.10,73.32,21.12,2.15,20.27,99.90,5.58,290.47,66.87,19.03,18.27,99.90,4.70,287.25,61.60,58.40
2.45,2025-09-05 08:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 08:00:00,73.97,63.39,6.57,61.27,99.90,4.96,287.86,72.54,20.58,1.85,19.87,99.90,4.90,286.11,77.06,22.23,2.27,21.60,99.90,5.47,290.73,72.31,20.58,19.80,99.90,4.49,286.73,64.30,62.40
2.33,2025-09-05 08:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 08:15:00,72.19,61.84,6.31,60.13,99.90,4.98,287.71,70.08,19.89,1.85,19.40,99.90,5.07,285.75,76.12,21.91,2.13,21.33,99.90,5.27,290.33,70.37,20.04,19.40,99.90,4.61,287.05,67.40,65.40
2.47,2025-09-05 08:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 08:30:00,72.57,62.06,6.42,60.33,99.90,4.95,287.28,70.44,19.94,1.86,19.37,99.90,4.92,285.14,76.69,22.09,2.09,21.44,99.90,5.26,290.11,70.60,20.04,19.51,99.90,4.69,286.59,65.70,64.40
2.33,2025-09-05 08:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 08:45:00,70.73,60.35,6.25,58.33,99.90,5.00,286.57,69.28,19.57,1.79,18.93,99.90,5.07,284.67,74.45,21.34,2.14,20.60,99.90,5.35,289.28,68.47,19.45,18.80,99.90,4.59,285.77,65.90,64.40
2.48,2025-09-05 09:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 09:00:00,76.00,64.70,6.69,62.60,99.90,4.79,285.88,74.13,20.88,1.95,20.20,99.90,4.81,283.97,79.48,22.76,2.26,21.93,99.90,5.31,288.50,74.41,21.06,20.47,99.90,4.25,285.15,69.60,67.40
2.44,2025-09-05 09:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 09:15:00,74.76,63.54,6.52,61.33,99.90,4.92,285.38,72.21,20.33,1.89,19.51,99.90,4.81,283.49,78.40,22.38,2.19,21.66,99.90,5.41,287.86,73.66,20.84,20.16,99.90,4.55,284.80,68.70,67.40
2.36,2025-09-05 09:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 09:30:00,71.91,60.98,6.28,58.73,99.90,5.01,284.88,69.61,19.55,1.76,18.87,99.90,5.01,282.96,75.87,21.63,2.16,20.87,99.90,5.32,287.53,70.25,19.81,19.00,99.90,4.71,284.15,64.40,62.40
2.49,2025-09-05 09:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 09:45:00,77.75,65.89,6.67,63.93,99.90,4.63,284.76,75.66,21.25,1.91,20.60,99.90,4.59,282.93,81.07,23.08,2.27,22.47,99.90,5.07,287.33,76.52,21.56,20.87,99.90,4.23,284.03,69.80,68.40
2.28,2025-09-05 10:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 10:00:00,70.63,59.76,6.23,57.53,99.90,5.06,284.23,68.77,19.21,1.71,18.53,99.90,4.97,282.41,74.27,21.14,2.24,20.33,99.90,5.50,286.85,68.84,19.41,18.67,99.90,4.73,283.42,62.70,61.40
2.47,2025-09-05 10:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 10:15:00,77.51,65.57,6.59,63.67,99.90,4.86,283.92,75.31,21.10,1.86,20.40,99.90,4.75,281.91,81.39,23.15,2.26,22.60,99.90,5.23,286.63,75.83,21.33,20.67,99.90,4.60,283.22,69.50,67.40
2.40,2025-09-05 10:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 10:30:00,71.56,60.59,6.25,58.27,99.90,5.03,284.35,69.11,19.36,1.77,18.47,99.90,4.97,282.21,76.04,21.67,2.08,20.93,99.90,5.25,287.07,69.52,19.56,18.87,99.90,4.87,283.77,65.20,63.40
2.46,2025-09-05 10:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 10:45:00,74.28,63.19,6.49,61.00,99.90,4.94,285.60,71.99,20.26,1.89,19.60,99.90,4.83,283.57,78.21,22.41,2.14,21.60,99.90,5.33,288.24,72.63,20.52,19.80,99.90,4.67,284.99,65.30,63.40
2.53,2025-09-05 11:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 11:00:00,74.25,63.07,6.48,61.04,99.90,4.96,285.35,71.89,20.14,1.86,19.44,99.90,4.90,283.13,78.15,22.38,2.09,21.66,99.90,5.16,288.16,72.72,20.56,19.94,99.90,4.83,284.78,64.70,63.40
2.47,2025-09-05 11:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 11:15:00,74.28,62.97,6.58,60.93,99.90,5.00,284.95,72.18,20.23,1.87,19.60,99.90,4.88,282.99,78.21,22.31,2.24,21.60,99.90,5.41,287.65,72.45,20.43,19.73,99.90,4.71,284.21,67.40,65.40
2.45,2025-09-05 11:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 11:30:00,76.30,64.66,6.48,62.53,99.90,4.96,284.57,74.41,20.86,1.84,20.20,99.90,4.89,282.60,80.39,22.94,2.19,22.20,99.90,5.22,287.26,74.11,20.86,20.13,99.90,4.77,283.86,66.80,64.40
2.44,2025-09-05 11:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 11:45:00,72.13,61.18,6.27,59.13,99.90,5.15,284.68,69.94,19.61,1.71,18.87,99.90,5.14,282.31,76.93,21.99,2.12,21.33,99.90,5.30,287.68,69.53,19.58,18.93,99.90,5.01,284.05,64.60,62.40
2.49,2025-09-05 12:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 12:00:00,78.68,66.81,6.67,64.80,99.90,4.82,285.11,76.34,21.42,1.93,20.80,99.90,4.81,282.95,83.09,23.78,2.24,23.07,99.90,4.99,287.97,76.61,21.61,20.93,99.90,4.66,284.42,70.20,68.40
2.41,2025-09-05 12:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 12:15:00,72.83,61.96,6.32,59.61,99.90,5.10,285.56,70.81,19.87,1.74,19.16,99.90,5.03,283.39,78.04,22.40,2.17,21.59,99.90,5.19,288.54,69.64,19.69,18.87,99.90,5.08,284.76,62.90,61.40
2.47,2025-09-05 12:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 12:30:00,75.01,63.77,6.37,61.80,99.90,5.12,284.94,72.90,20.49,1.83,19.87,99.90,5.15,282.57,80.53,23.07,2.07,22.47,99.90,5.25,287.99,71.59,20.21,19.47,99.90,4.97,284.26,67.50,65.40
2.46,2025-09-05 12:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 12:45:00,76.56,64.85,6.47,62.93,99.90,5.00,284.40,74.65,20.86,1.77,20.13,99.90,4.84,282.21,81.83,23.35,2.23,22.80,99.90,5.17,287.43,73.19,20.64,20.00,99.90,4.99,283.57,67.20,65.40
2.45,2025-09-05 13:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 13:00:00,77.57,65.65,6.47,63.67,99.90,4.91,284.02,75.83,21.23,1.72,20.67,99.90,4.80,281.91,83.53,23.81,2.31,23.07,99.90,4.99,287.13,73.37,20.61,19.93,99.90,4.95,283.01,69.40,67.40
2.61,2025-09-05 13:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 13:15:00,75.95,64.13,6.41,61.93,99.90,5.07,283.36,73.95,20.64,1.63,19.93,99.90,4.87,280.91,82.07,23.35,2.17,22.47,99.90,5.10,286.74,71.84,20.14,19.53,99.90,5.23,282.41,68.20,65.40
2.53,2025-09-05 13:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 13:30:00,75.05,63.20,6.41,60.93,99.90,5.01,282.75,73.52,20.43,1.68,19.73,99.90,4.90,280.47,80.67,22.92,2.19,22.20,99.90,5.17,285.93,70.95,19.85,19.00,99.90,4.95,281.85,64.00,61.40
2.69,2025-09-05 13:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 13:45:00,79.28,66.71,6.66,64.80,99.90,5.05,282.53,77.65,21.59,1.73,20.93,99.90,4.93,280.11,85.55,24.29,2.24,23.67,99.90,5.01,285.97,74.65,20.84,20.20,99.90,5.21,281.51,68.50,67.40
2.39,2025-09-05 14:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 14:00:00,73.04,61.53,6.12,59.47,99.90,5.36,282.72,71.25,19.83,1.55,19.16,99.90,5.21,280.34,79.69,22.64,2.18,21.94,99.90,5.29,286.08,68.18,19.06,18.37,99.90,5.59,281.73,64.40,61.40
2.65,2025-09-05 14:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 14:15:00,80.74,68.17,6.76,66.00,99.90,4.99,283.34,78.89,22.00,1.75,21.20,99.90,4.93,280.89,87.49,24.94,2.35,24.13,99.90,4.95,286.70,75.85,21.23,20.67,99.90,5.10,282.43,70.00,67.40
2.53,2025-09-05 14:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 14:30:00,73.26,61.73,6.28,59.80,99.90,5.35,282.92,71.84,20.02,1.59,19.40,99.90,5.23,280.43,79.51,22.55,2.16,21.93,99.90,5.23,286.31,68.43,19.15,18.47,99.90,5.59,282.04,69.30,67.40
2.53,2025-09-05 14:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 14:45:00,77.39,65.13,6.45,63.07,99.90,5.18,282.48,75.85,21.07,1.63,20.40,99.90,5.16,279.99,84.23,23.91,2.28,23.13,99.90,4.98,285.95,72.09,20.15,19.53,99.90,5.41,281.48,68.60,66.40
2.59,2025-09-05 15:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 15:00:00,77.57,65.29,6.51,63.11,99.90,5.00,282.23,75.58,21.00,1.70,20.30,99.90,4.89,279.80,84.26,23.91,2.22,23.16,99.90,4.86,285.52,72.89,20.37,19.66,99.90,5.25,281.36,67.70,65.40
2.50,2025-09-05 15:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 15:15:00,75.05,63.14,6.32,61.13,99.90,5.20,282.30,73.71,20.46,1.55,19.73,99.90,5.00,279.89,81.81,23.22,2.27,22.53,99.90,5.05,285.79,69.63,19.46,18.87,99.90,5.53,281.20,67.40,65.40
2.60,2025-09-05 15:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 15:30:00,75.94,63.81,6.42,61.73,99.90,5.28,282.08,74.49,20.63,1.67,19.93,99.90,5.06,279.54,82.44,23.40,2.15,22.73,99.90,5.13,285.49,70.90,19.77,19.07,99.90,5.66,281.21,65.20,63.40
2.52,2025-09-05 15:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 15:45:00,75.35,63.27,6.37,61.33,99.90,5.20,281.89,73.91,20.45,1.61,19.80,99.90,5.11,279.40,82.53,23.43,2.24,22.73,99.90,4.95,285.41,69.60,19.39,18.80,99.90,5.56,280.86,64.00,61.40
2.83,2025-09-05 16:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 16:00:00,81.76,68.66,6.92,66.51,99.90,5.08,281.84,80.72,22.38,1.75,21.60,99.90,4.94,279.25,88.69,25.15,2.35,24.45,99.90,4.88,285.59,75.86,21.13,20.47,99.90,5.41,280.70,71.60,70.30
2.50,2025-09-05 16:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 16:15:00,71.37,59.89,6.11,57.88,99.90,5.53,281.82,71.23,19.72,1.53,19.07,99.90,5.45,279.19,78.70,22.30,2.08,21.67,99.90,5.27,285.45,64.18,17.87,17.15,99.90,5.89,280.81,66.10,64.40
2.86,2025-09-05 16:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 16:30:00,81.96,68.79,6.97,66.82,99.90,5.13,281.56,81.14,22.46,1.75,21.87,99.90,4.90,278.94,89.46,25.36,2.36,24.58,99.90,5.04,285.37,75.29,20.98,20.37,99.90,5.44,280.36,71.40,69.30
2.63,2025-09-05 16:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 16:45:00,75.38,63.31,6.31,61.13,99.90,5.33,281.88,74.45,20.65,1.49,19.80,99.90,5.26,279.17,83.26,23.62,2.19,22.93,99.90,5.00,285.76,68.43,19.04,18.40,99.89,5.73,280.72,68.30,66.40
2.62,2025-09-05 17:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 17:00:00,78.89,66.31,6.45,64.13,99.90,5.30,282.24,77.85,21.62,1.57,20.87,99.90,5.17,279.71,86.92,24.63,2.26,23.93,99.90,5.01,286.07,71.90,20.05,19.33,99.90,5.73,280.96,69.40,67.40
2.63,2025-09-05 17:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 17:15:00,76.88,64.81,6.45,63.00,99.90,5.37,282.76,75.72,21.05,1.57,20.47,99.90,5.35,280.09,85.14,24.24,2.25,23.73,99.90,4.99,286.57,69.79,19.53,18.80,99.90,5.77,281.60,66.10,64.40
2.69,2025-09-05 17:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 17:30:00,78.44,66.16,6.50,64.11,99.90,5.47,283.07,76.46,21.24,1.69,20.44,99.90,5.34,280.19,86.71,24.71,2.13,24.09,99.90,5.14,286.87,72.14,20.21,19.59,99.90,5.93,282.16,68.10,66.40
2.75,2025-09-05 17:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 17:45:00,79.52,67.14,6.84,65.11,99.90,5.26,283.41,77.76,21.68,1.74,20.94,99.90,5.21,280.78,87.86,25.05,2.35,24.37,99.90,4.90,287.21,72.94,20.41,19.80,99.90,5.69,282.24,68.20,66.40
2.49,2025-09-05 18:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 18:00:00,77.72,65.92,6.33,63.73,99.90,5.38,284.82,76.37,21.39,1.67,20.53,99.90,5.29,282.25,85.57,24.51,2.17,23.87,99.90,5.09,288.55,71.22,20.02,19.33,99.90,5.75,283.65,68.60,67.40
2.70,2025-09-05 18:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 18:15:00,82.66,70.32,6.91,68.16,99.90,5.02,285.35,81.23,22.85,1.79,22.13,99.90,4.95,282.93,89.71,25.75,2.41,25.03,99.90,4.98,288.99,77.03,21.72,21.00,99.90,5.13,284.13,73.90,71.30
2.58,2025-09-05 18:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 18:30:00,75.74,64.62,6.23,62.20,99.90,5.52,286.32,74.25,20.91,1.59,20.20,99.90,5.49,283.31,84.09,24.21,2.07,23.40,99.90,5.17,290.23,68.87,19.51,18.60,99.90,5.91,285.41,66.10,63.40
2.53,2025-09-05 18:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 18:45:00,77.74,66.34,6.41,63.93,99.90,5.32,286.45,76.83,21.66,1.81,20.87,99.90,5.31,283.65,85.31,24.55,2.07,23.73,99.90,5.11,290.05,71.07,20.13,19.33,99.90,5.56,285.63,68.10,66.40
2.63,2025-09-05 19:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 19:00:00,77.96,66.62,6.46,64.33,99.90,5.24,286.84,76.77,21.70,1.63,21.00,99.90,5.25,284.21,85.15,24.58,2.20,23.73,99.90,5.17,290.72,71.97,20.34,19.60,99.90,5.30,285.59,68.00,66.40
2.58,2025-09-05 19:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 19:15:00,77.03,65.87,6.51,63.87,99.90,5.20,287.18,76.06,21.45,1.75,20.80,99.90,5.25,284.57,84.30,24.37,2.18,23.73,99.90,5.19,290.92,70.72,20.05,19.33,99.89,5.16,286.07,69.10,67.40
2.55,2025-09-05 19:44:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 19:30:00,76.12,65.35,6.43,63.20,99.90,5.30,288.08,75.57,21.43,1.65,20.80,99.90,5.34,285.71,83.21,24.15,2.24,23.33,99.90,5.31,291.88,69.58,19.78,19.07,99.90,5.25,286.65,68.80,66.40
2.41,2025-09-05 19:59:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 19:45:00,72.79,62.59,6.23,60.53,99.90,5.32,288.17,71.98,20.44,1.76,19.73,99.90,5.49,285.59,79.20,22.97,2.07,22.13,99.90,5.31,291.78,67.20,19.18,18.67,99.90,5.18,287.15,65.70,63.40
2.45,2025-09-05 20:14:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 20:00:00,73.91,63.58,6.27,61.67,99.90,5.19,288.64,73.14,20.77,1.67,20.20,99.90,5.26,286.11,80.30,23.29,2.15,22.47,99.90,5.25,292.29,68.29,19.51,19.00,99.90,5.06,287.52,65.90,63.40
2.45,2025-09-05 20:29:59,Meter BSGN1-APF - CHILLER 1,2025-09-05 20:15:00,73.90,63.55,6.25,61.67,99.90,5.23,288.93,72.86,20.70,1.71,20.20,99.90,5.31,286.53,80.33,23.29,2.09,22.53,99.90,5.34,292.42,68.50,19.55,18.93,99.90,5.05,287.85,66.60,64.40
