Start Time,End Time,Meter,l1Volt,l1Amp,l1Kw,l1Kva,l1Pf,l1THD,l1Kvar,l2Volt,l2Amp,l2Kw,l2Kva,l2Pf,l2THD,l2Kvar,l3Volt,l3Amp,l3Kw,l3Kva,l3Pf,l3THD,l3Kvar,avgVolt,avgAmp,totalKw,totalKva,avgPf,avgTHD,totalKvar
2025-11-06 00:00:00,2025-11-06 00:00:59,PQM,278.83,1389.80,375.19,387.63,96.79,14.70,77.31,266.57,1332.56,324.99,352.28,92.25,15.04,124.06,299.93,1391.55,385.53,415.03,92.89,13.81,141.20,281.78,1371.30,1085.70,1154.93,93.98,14.52,342.58
2025-11-06 00:01:00,2025-11-06 00:01:59,PQM,278.81,1407.41,381.47,393.87,96.85,14.36,78.13,266.40,1337.84,327.65,355.87,92.07,14.80,126.34,300.05,1404.74,391.38,422.81,92.57,13.60,145.93,281.75,1383.33,1100.51,1172.56,93.83,14.25,350.39
2025-11-06 00:02:00,2025-11-06 00:02:59,PQM,279.35,1334.94,361.90,373.00,97.02,15.34,68.62,266.98,1262.80,311.80,336.95,92.54,15.86,114.44,300.67,1325.29,371.81,399.13,93.16,14.50,132.51,282.33,1307.67,1045.51,1109.07,94.24,15.23,315.57
2025-11-06 00:03:00,2025-11-06 00:03:59,PQM,279.23,1369.29,371.50,383.39,96.90,14.85,74.16,266.54,1284.23,318.42,345.98,92.03,15.29,123.39,300.37,1371.59,383.54,413.13,92.84,14.07,141.71,282.05,1341.70,1073.46,1142.50,93.92,14.74,339.25
2025-11-06 00:04:00,2025-11-06 00:04:59,PQM,278.98,1374.33,371.47,384.44,96.63,14.80,76.98,266.49,1307.25,320.89,347.69,92.29,15.17,121.66,300.46,1362.57,380.74,410.67,92.71,14.10,140.00,281.98,1348.05,1073.11,1142.79,93.88,14.69,338.64
2025-11-06 00:05:00,2025-11-06 00:05:59,PQM,279.08,1365.39,369.56,380.89,97.03,15.01,72.48,266.53,1284.13,315.71,341.29,92.51,15.49,116.66,300.26,1346.12,375.87,405.22,92.76,14.33,137.93,281.96,1331.88,1061.14,1127.39,94.10,14.94,327.07
2025-11-06 00:06:00,2025-11-06 00:06:59,PQM,278.96,1415.83,381.22,392.96,97.01,14.36,77.24,266.29,1340.08,327.88,356.58,91.95,14.70,129.15,299.94,1414.38,395.18,425.44,92.89,13.51,145.77,281.73,1390.10,1104.28,1174.98,93.95,14.19,352.16
2025-11-06 00:07:00,2025-11-06 00:07:59,PQM,279.00,1379.32,371.48,382.90,97.02,14.79,72.33,266.60,1303.86,320.40,348.40,91.96,15.24,123.90,300.31,1389.78,386.95,415.13,93.21,13.88,139.47,281.97,1357.65,1078.83,1146.43,94.06,14.64,335.70
2025-11-06 00:08:00,2025-11-06 00:08:59,PQM,279.30,1337.94,363.79,374.84,97.05,15.24,67.39,266.91,1266.12,315.72,341.99,92.32,15.64,119.31,300.49,1352.38,380.73,407.17,93.50,14.26,132.36,282.23,1318.81,1060.24,1124.00,94.29,15.05,319.06
2025-11-06 00:09:00,2025-11-06 00:09:59,PQM,278.83,1370.72,369.49,380.10,97.21,14.90,71.46,266.67,1305.24,319.39,346.69,92.13,15.24,123.31,300.15,1379.92,384.89,413.21,93.15,13.94,138.26,281.88,1351.96,1073.77,1139.99,94.16,14.69,333.03
2025-11-06 00:10:00,2025-11-06 00:10:59,PQM,278.90,1407.57,375.06,387.16,96.87,14.72,76.50,266.74,1330.32,325.12,353.69,91.92,14.96,128.31,299.98,1411.45,390.41,419.38,93.09,13.57,143.20,281.87,1383.12,1090.59,1160.22,93.96,14.42,348.00
2025-11-06 00:11:00,2025-11-06 00:11:59,PQM,279.07,1387.66,371.00,382.57,96.97,14.87,73.52,266.78,1322.39,322.65,351.17,91.88,15.02,126.03,300.19,1399.00,388.16,416.05,93.30,13.67,138.89,282.01,1369.68,1081.81,1149.79,94.05,14.52,338.45
2025-11-06 00:12:00,2025-11-06 00:12:59,PQM,278.88,1392.65,373.07,385.42,96.80,14.65,76.06,266.70,1325.45,325.20,353.71,91.94,14.92,127.16,300.07,1392.26,388.94,417.29,93.21,13.67,140.33,281.88,1370.12,1087.21,1156.42,93.98,14.41,343.54
2025-11-06 00:13:00,2025-11-06 00:13:59,PQM,278.96,1382.86,373.46,384.77,97.06,14.69,72.98,266.63,1341.51,324.67,352.45,92.12,15.00,124.87,300.25,1397.59,389.84,418.12,93.24,13.71,138.29,281.95,1373.99,1087.97,1155.34,94.14,14.47,336.14
2025-11-06 00:14:00,2025-11-06 00:14:59,PQM,278.97,1398.60,377.12,389.50,96.82,14.39,75.53,266.57,1341.66,326.36,355.99,91.68,14.77,130.20,300.29,1424.55,395.70,425.08,93.09,13.44,144.21,281.94,1388.27,1099.17,1170.56,93.86,14.20,349.94
2025-11-06 00:15:00,2025-11-06 00:15:59,PQM,278.90,1409.59,382.51,395.10,96.81,14.28,79.56,266.45,1359.53,331.03,362.36,91.35,14.54,136.75,300.23,1436.01,403.16,434.33,92.82,13.21,149.75,281.86,1401.71,1116.70,1191.79,93.66,14.01,366.07
