End Time,Meter,Start Time,avgAmp,avgPf,avgTHD,avgVolt,l1Amp,l1Kva,l1Kvar,l1Kw,l1Pf,l1THD,l1Volt,l2Amp,l2Kva,l2Kvar,l2Kw,l2Pf,l2THD,l2Volt,l3Amp,l3Kva,l3Kvar,l3Kw,l3Pf,l3THD,l3Volt,totalKva,totalKvar,totalKw
2026-01-07 00:00:59,Meter 1,2026-01-07 00:00:00,54.25,99.03,46.19,214.99,55.26,6.79,0.08,5.34,99.99,78.44,215.49,52.54,6.57,0.65,6.27,99.47,29.79,214.94,54.95,6.84,1.41,6.39,97.64,30.33,214.54,20.20,2.14,18.00
2026-01-07 00:01:59,Meter 1,2026-01-07 00:01:00,89.00,98.51,111.00,214.98,110.77,13.60,-1.19,5.76,97.92,208.43,215.48,68.60,8.58,-1.55,7.07,97.68,63.70,215.03,87.65,10.91,-0.33,9.32,99.94,60.89,214.43,33.09,-3.08,22.15
2026-01-07 00:02:59,Meter 1,2026-01-07 00:02:00,71.79,98.12,109.27,215.10,97.12,11.92,-1.87,5.82,95.21,167.45,215.55,56.97,7.13,-0.61,5.11,99.29,95.92,215.27,61.27,7.63,-0.35,6.41,99.85,64.44,214.48,26.69,-2.83,17.34
2026-01-07 00:03:59,Meter 1,2026-01-07 00:03:00,80.29,97.16,115.62,214.99,111.50,13.69,-0.86,6.68,99.18,176.76,215.51,58.69,7.34,-1.82,5.11,94.18,91.38,215.03,70.67,8.80,-1.33,6.78,98.12,78.71,214.42,29.83,-4.02,18.57
2026-01-07 00:04:59,Meter 1,2026-01-07 00:04:00,70.87,98.96,84.47,215.07,91.23,11.20,0.22,7.55,99.96,109.51,215.53,53.82,6.74,-1.19,4.71,96.95,96.19,215.22,67.55,8.42,-0.23,7.59,99.95,47.69,214.47,26.35,-1.20,19.85
2026-01-07 00:05:59,Meter 1,2026-01-07 00:05:00,84.50,96.73,90.04,215.03,110.10,13.52,0.20,8.59,99.97,121.39,215.53,63.23,7.92,-2.43,5.25,90.73,93.32,215.12,80.16,9.98,-0.88,8.69,99.49,55.41,214.45,31.41,-3.11,22.53
2026-01-07 00:06:59,Meter 1,2026-01-07 00:06:00,67.91,98.07,199.41,214.97,107.51,13.20,0.87,4.57,98.24,265.27,215.47,47.96,6.00,0.61,2.51,97.17,209.50,214.91,48.25,6.01,0.58,3.74,98.81,123.46,214.54,25.21,2.06,10.82
2026-01-07 00:07:59,Meter 1,2026-01-07 00:07:00,70.48,98.64,116.95,215.15,95.90,11.79,1.16,6.46,98.41,149.30,215.61,51.93,6.50,-0.87,3.80,97.50,133.32,215.08,63.61,7.93,-0.00,6.55,100.00,68.24,214.77,26.21,0.30,16.81
2026-01-07 00:08:59,Meter 1,2026-01-07 00:08:00,72.41,98.53,141.72,215.07,101.54,12.48,0.83,5.33,98.82,208.55,215.60,52.07,6.51,0.23,3.98,99.83,129.01,214.96,63.62,7.92,1.47,5.78,96.93,87.59,214.65,26.91,2.52,15.09
2026-01-07 00:09:59,Meter 1,2026-01-07 00:09:00,71.70,99.48,145.66,215.16,103.95,12.77,0.62,5.38,99.35,213.54,215.67,52.03,6.51,-0.00,3.97,100.00,130.35,215.13,59.11,7.37,0.73,5.34,99.08,93.10,214.68,26.65,1.35,14.69
2026-01-07 00:10:59,Meter 1,2026-01-07 00:10:00,60.09,97.89,76.22,215.16,71.99,8.85,-0.19,6.74,99.96,84.89,215.53,49.55,6.20,-1.51,4.58,94.99,80.90,215.08,58.74,7.32,-0.99,6.12,98.73,62.89,214.86,22.37,-2.68,17.44
