3Kvar,End Time,Meter,Start Time,avgAmp,avgKva,avgKvar,avgKw,avgPf,avgTHD,avgVolt,l1Amp,l1Kva,l1Kvar,l1Kw,l1Pf,l1THD,l1Volt,l2Amp,l2Kva,l2Kvar,l2Kw,l2Pf,l2THD,l2Volt,l3Amp,l3Kva,l3Kw,l3Pf,l3THD,l3Volt,peakKva,peakKw
31.84,11/19/2025 17:29,Meter BSGN1-APF - CHILLER 1,11/19/2025 17:15,134.78,115.92,106.43,109.6,96.38,1.87,288.29,138.35,39.35,38.44,37.09,95.97,1.51,285.81,134.41,38.93,36.15,36.65,96.23,1.84,291.55,131.59,37.63,35.87,96.95,2.27,287.52,135.6,123.7
50.19,11/19/2025 17:44,Meter BSGN1-APF - CHILLER 1,11/19/2025 17:30,159.96,137.58,161.25,127.49,94.12,1.67,287.95,163.25,46.41,56.89,42.89,93.67,1.39,285.52,159.98,46.44,54.17,43.01,94.01,1.63,291.31,156.65,44.73,41.59,94.67,1.99,287.02,155.1,142.8
54.83,11/19/2025 17:59,Meter BSGN1-APF - CHILLER 1,11/19/2025 17:45,165.89,142.67,175.77,131.37,93.45,1.61,287.99,169.97,48.35,61.93,44.45,92.99,1.4,285.47,165.41,47.91,59.01,43.95,93.33,1.55,291.21,162.27,46.4,42.97,94.03,1.89,287.28,151.1,140
54.29,11/19/2025 18:14,Meter BSGN1-APF - CHILLER 1,11/19/2025 18:00,157.26,135.65,171.57,124.27,93.1,1.65,288.63,160.92,45.88,58.91,42.03,92.95,1.37,286.07,158.2,46,58.37,42.06,92.89,1.65,291.95,152.66,43.77,40.18,93.45,1.93,287.88,136.4,125.5
55.29,11/19/2025 18:29,Meter BSGN1-APF - CHILLER 1,11/19/2025 18:15,158.02,136.6,174.68,125.19,92.88,1.62,289.42,160.87,45.94,60.99,41.94,92.46,1.31,286.85,158.75,46.2,58.41,42.29,92.85,1.61,292.39,154.43,44.46,40.96,93.33,1.93,289.01,137.1,126
57.01,11/19/2025 18:44,Meter BSGN1-APF - CHILLER 1,11/19/2025 18:30,161.4,139.73,178.27,127.88,92.91,1.62,289.87,164.27,46.97,61.65,42.87,92.59,1.34,287.21,162.21,47.34,59.61,43.33,92.93,1.61,293.07,157.74,45.42,41.68,93.21,1.9,289.32,148.2,136.2
56.39,11/19/2025 18:59,Meter BSGN1-APF - CHILLER 1,11/19/2025 18:45,162,140.11,176.8,128.24,93.05,1.57,289.5,164.79,47.1,61.04,42.85,92.77,1.35,287.07,162.73,47.41,59.37,43.4,93.01,1.5,292.65,158.5,45.59,41.99,93.37,1.87,288.79,149.8,138.1
54.46,11/19/2025 19:14,Meter BSGN1-APF - CHILLER 1,11/19/2025 19:00,156.63,135.55,173.3,123.58,92.87,1.68,289.7,159.91,45.76,60.41,41.58,92.51,1.43,287.35,157.22,45.85,58.43,41.64,92.73,1.62,292.76,152.75,43.93,40.36,93.38,2,288.99,136.5,124.6
55.94,11/19/2025 19:29,Meter BSGN1-APF - CHILLER 1,11/19/2025 19:15,156.9,135.83,175.71,124.1,92.69,1.67,290.1,159.99,45.76,60.71,41.58,92.4,1.37,287.53,157.63,46.02,59.06,42,92.64,1.6,293.35,153.07,44.05,40.52,93.03,2.03,289.44,137,125.5
56.05,11/19/2025 19:44,Meter BSGN1-APF - CHILLER 1,11/19/2025 19:30,156.81,135.9,176.35,124.07,92.61,1.71,290.25,159.83,45.8,61.39,41.64,92.21,1.39,287.75,157.51,46.01,58.91,42,92.62,1.72,293.38,153.08,44.09,40.43,93.01,2.01,289.62,136.5,125.5
55.6,11/19/2025 19:59,Meter BSGN1-APF - CHILLER 1,11/19/2025 19:45,156.22,135.29,175.32,123.51,92.65,1.63,290.17,159.44,45.61,61.3,41.53,92.18,1.38,287.73,156.14,45.53,58.42,41.46,92.66,1.63,293.11,153.09,44.15,40.51,93.1,1.89,289.66,136.1,124.6
55.35,11/19/2025 20:14,Meter BSGN1-APF - CHILLER 1,11/19/2025 20:00,156.52,135.89,176.15,124.15,92.6,1.66,290.68,160.25,45.99,61.56,41.79,92.19,1.34,288.36,156.44,45.77,59.24,41.79,92.48,1.69,293.82,152.87,44.13,40.58,93.14,1.94,289.86,136.9,125.5
55.69,11/19/2025 20:29,Meter BSGN1-APF - CHILLER 1,11/19/2025 20:15,162.81,140.76,177.49,129.02,93.06,1.67,289.39,166.21,47.53,62.3,43.39,92.61,1.36,286.99,163.1,47.53,59.5,43.45,92.96,1.66,292.57,159.11,45.7,42.19,93.61,1.99,288.6,148.2,136.3
30.07,11/19/2025 20:44,Meter BSGN1-APF - CHILLER 1,11/19/2025 20:30,131.02,113.1,101.77,107.27,96.5,1.99,289.08,135.05,38.59,37.3,36.49,96.01,1.69,286.87,129.83,37.75,34.4,35.59,96.34,2.01,292.25,128.19,36.76,35.18,97.15,2.29,288.12,133.3,121.9
49.33,11/19/2025 20:59,Meter BSGN1-APF - CHILLER 1,11/19/2025 20:45,150.44,129.94,157.87,119.62,93.59,1.78,289.34,154.28,44.03,55.26,40.36,93.23,1.53,286.87,150.49,43.84,53.27,40.22,93.44,1.71,292.43,146.55,42.07,39.04,94.09,2.1,288.72,135.3,123.7
54.25,11/19/2025 21:14,Meter BSGN1-APF - CHILLER 1,11/19/2025 21:00,155.7,134.58,172.63,122.86,92.82,1.7,289.25,158.83,45.38,60.47,41.28,92.39,1.47,286.81,155.93,45.43,57.92,41.28,92.7,1.62,292.37,152.33,43.77,40.3,93.38,2,288.57,135.2,123.7
54.19,11/19/2025 21:29,Meter BSGN1-APF - CHILLER 1,11/19/2025 21:15,155.31,134.32,173.18,122.68,92.76,1.69,289.63,158.82,45.42,60.93,41.46,92.27,1.5,287.21,155.36,45.27,58.06,41.16,92.63,1.63,292.77,151.74,43.63,40.06,93.37,1.93,288.91,135.7,123.7
53.91,11/19/2025 21:44,Meter BSGN1-APF - CHILLER 1,11/19/2025 21:30,155.2,134.39,173.58,122.74,92.69,1.66,290.04,158.95,45.52,61.2,41.52,92.21,1.41,287.73,154.87,45.18,58.47,41.1,92.47,1.63,293.06,151.79,43.69,40.12,93.39,1.93,289.33,134.9,123.7
54.23,11/19/2025 21:59,Meter BSGN1-APF - CHILLER 1,11/19/2025 21:45,155.19,134.49,174.56,122.69,92.61,1.68,290.34,158.75,45.54,61.82,41.32,92.05,1.43,287.99,155.05,45.23,58.51,41.22,92.45,1.65,293.41,151.77,43.71,40.15,93.33,1.97,289.63,135.2,123.7
55.16,11/19/2025 22:14,Meter BSGN1-APF - CHILLER 1,11/19/2025 22:00,154.94,134.57,175.89,122.33,92.46,1.68,290.8,158.07,45.37,62.01,40.91,91.91,1.35,288.55,154.91,45.38,58.73,41.22,92.39,1.67,293.88,151.83,43.82,40.19,93.09,2.03,289.99,135.4,123.3
55.4,11/19/2025 22:29,Meter BSGN1-APF - CHILLER 1,11/19/2025 22:15,154.98,134.61,175.3,122.55,92.52,1.62,290.77,157.85,45.38,61.33,41.14,92.05,1.4,288.53,155.29,45.45,58.57,41.34,92.5,1.57,293.92,151.81,43.78,40.07,93.01,1.89,289.85,135.3,123.7
55.33,11/19/2025 22:44,Meter BSGN1-APF - CHILLER 1,11/19/2025 22:30,155.13,134.63,175.77,122.6,92.51,1.64,290.62,158.36,45.47,62.11,41.1,91.9,1.39,288.45,154.56,45.13,58.33,41.04,92.52,1.57,293.39,152.46,44.03,40.46,93.11,1.97,290.03,135.3,123.7
54.79,11/19/2025 22:59,Meter BSGN1-APF - CHILLER 1,11/19/2025 22:45,154.76,134.11,174.22,122.24,92.62,1.65,290.21,157.76,45.24,61.57,40.96,92.01,1.37,287.82,154.05,44.95,57.85,40.92,92.62,1.64,293.15,152.45,43.93,40.36,93.24,1.94,289.66,135.2,123.3
54.12,11/19/2025 23:14,Meter BSGN1-APF - CHILLER 1,11/19/2025 23:00,154.76,133.93,172.8,122.03,92.74,1.68,289.76,158.12,45.26,61.6,41.09,92.02,1.45,287.69,153.69,44.79,57.08,40.65,92.77,1.63,292.44,152.46,43.89,40.3,93.43,1.95,289.14,134.7,122.8
55.18,11/19/2025 23:29,Meter BSGN1-APF - CHILLER 1,11/19/2025 23:15,155.12,134.37,174.51,122.44,92.61,1.67,290.18,158.37,45.35,61.91,41.11,91.9,1.4,287.76,154.15,45,57.42,40.89,92.75,1.6,293.16,152.84,44.02,40.45,93.19,2,289.63,135.4,123.7
55.66,11/19/2025 23:44,Meter BSGN1-APF - CHILLER 1,11/19/2025 23:30,154.82,134.31,175.65,122.31,92.5,1.65,290.6,157.31,45.13,61.97,40.72,91.86,1.37,288.33,155.11,45.27,58.01,41.34,92.59,1.59,293.37,152.04,43.91,40.25,93.05,1.98,290.1,134.7,123.3
56.11,11/19/2025 23:59,Meter BSGN1-APF - CHILLER 1,11/19/2025 23:45,155.22,134.86,176.13,122.89,92.47,1.64,290.81,157.47,45.22,62.82,40.79,91.59,1.36,288.5,154.18,45.09,57.19,41.23,92.78,1.54,293.54,154.01,44.55,40.88,93.03,2.01,290.4,135.5,123.7
54.96,11/20/2025 0:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 0:00,155.19,134.34,173.39,122.54,92.7,1.68,289.71,157.73,45.2,61.91,40.9,91.88,1.37,287.55,154.18,44.9,56.51,40.93,92.94,1.64,292.45,153.67,44.24,40.71,93.3,2.03,289.14,135,123.3
54.41,11/20/2025 0:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 0:15,155.01,134.01,172.47,122.46,92.79,1.67,289.33,158.04,45.23,61.85,40.97,91.93,1.37,287.37,153.27,44.59,56.21,40.77,93,1.62,291.93,153.72,44.19,40.72,93.45,2.02,288.67,134.9,123.2
54.45,11/20/2025 0:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 0:30,154.51,133.59,171.78,122.23,92.79,1.67,289.38,157.41,45.03,61.81,40.73,91.84,1.37,287.24,152.86,44.48,55.51,40.91,93.11,1.61,292.13,153.26,44.08,40.6,93.43,2.02,288.77,134.5,123.2
54.37,11/20/2025 0:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 0:45,154.24,133.33,172.15,121.64,92.74,1.64,289.47,156.85,44.89,61.9,40.57,91.81,1.37,287.43,152.83,44.43,55.88,40.65,93.01,1.57,291.96,153.05,44.01,40.42,93.41,1.97,289.02,134.4,122.8
54.97,11/20/2025 1:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 1:00,153.61,132.92,172.51,121.27,92.62,1.69,289.85,155.87,44.63,62.13,40.21,91.61,1.44,287.57,152.31,44.35,55.41,40.7,93.03,1.62,292.53,152.65,43.93,40.37,93.23,2.01,289.46,133.6,122.8
54.83,11/20/2025 1:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 1:15,150.93,130.89,172.13,119.17,92.42,1.7,290.29,153.12,43.93,62.33,39.46,91.29,1.43,288.14,149.41,43.55,54.97,39.88,92.89,1.67,292.78,150.27,43.41,39.83,93.09,1.99,289.95,131.7,120
42.48,11/20/2025 1:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 1:30,137.68,119.61,135.1,110.38,94.38,1.83,290.88,140.29,40.36,49.57,36.78,93.41,1.54,288.87,135.8,39.71,43.05,36.81,94.77,1.76,293.52,136.94,39.54,36.79,94.96,2.2,290.26,131.1,118.7
30.2,11/20/2025 1:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 1:45,125.22,108.97,99.06,103.09,96.37,2.03,291.36,127.78,36.76,37.89,34.33,95.4,1.71,289.31,123.35,36.1,30.97,34.33,96.73,2.02,293.77,124.55,36.11,34.42,96.98,2.35,291.01,109.2,103.8
30.45,11/20/2025 2:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 2:00,125.39,109.22,99.14,103.11,96.36,1.99,291.68,127.38,36.67,38,34.2,95.35,1.71,289.43,123.13,36.07,30.69,34.13,96.78,1.93,294.2,125.67,36.47,34.78,96.95,2.34,291.4,109.9,103.7
30.55,11/20/2025 2:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 2:15,125.33,109.06,99.11,102.99,96.36,2.02,291.58,127.63,36.76,37.63,34.33,95.43,1.65,289.44,123.62,36.15,30.93,34.4,96.74,1.97,294.16,124.73,36.15,34.25,96.92,2.43,291.13,110.4,104.4
33.78,11/20/2025 2:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 2:30,128.98,112.23,108.93,105.23,95.82,2.02,291.47,131.11,37.78,41.23,35.09,94.8,1.65,289.44,126.65,37.05,33.92,34.86,96.26,2.06,293.94,129.17,37.4,35.28,96.41,2.34,291.03,129.9,118.3
55.66,11/20/2025 2:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 2:45,149.62,130.12,173.47,117.75,92.12,1.69,291.13,151.72,43.66,62.4,38.94,91.01,1.44,289.11,148.37,43.41,55.41,39.65,92.66,1.63,293.55,148.77,43.05,39.16,92.68,1.99,290.73,131.8,119.7
36.57,11/20/2025 3:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 3:00,130.68,113.88,116.85,106.47,95.31,1.99,291.79,133.13,38.39,43.46,35.55,94.36,1.69,289.74,128.57,37.71,36.82,35.31,95.72,1.96,294.34,130.35,37.77,35.61,95.85,2.33,291.28,130.4,118.3
29.75,11/20/2025 3:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 3:15,123.94,108.02,96.12,102.3,96.5,2.1,292.02,125.68,36.27,36.55,34.07,95.59,1.76,290,122.54,35.88,29.83,34.03,96.89,2.11,294.49,123.61,35.87,34.2,97.01,2.43,291.57,108.8,103.1
29.79,11/20/2025 3:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 3:30,124.41,108.41,96.62,103.06,96.48,2.01,291.98,126.31,36.39,37.23,34.2,95.45,1.66,290.02,122.1,35.78,29.59,34.13,96.96,1.99,294.28,124.81,36.23,34.73,97.04,2.39,291.64,109,104
49.35,11/20/2025 3:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 3:45,142.96,124.52,154.55,113.46,93.14,1.82,291.75,144.75,41.72,56.41,37.43,91.99,1.45,289.69,141.42,41.37,48.79,37.93,93.7,1.77,294.11,142.72,41.43,38.09,93.74,2.24,291.44,131,117.9
33.73,11/20/2025 4:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 4:00,128.34,111.73,109.03,104.85,95.79,1.98,291.52,130.79,37.71,41.43,34.93,94.74,1.72,289.65,125.74,36.81,33.87,34.73,96.23,1.84,293.86,128.51,37.21,35.19,96.39,2.37,291.05,130,117.9
30.57,11/20/2025 4:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 4:15,125.35,109.07,99.41,103.07,96.35,2.02,291.56,127.25,36.61,38.09,34.27,95.33,1.63,289.5,123.15,36.06,30.75,34.19,96.77,2.08,294.08,125.65,36.41,34.61,96.93,2.33,291.11,110.2,104.3
30.55,11/20/2025 4:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 4:30,125.53,109.21,99.07,103.08,96.38,2.05,291.59,127.41,36.67,37.85,34.27,95.41,1.72,289.56,123.38,36.08,30.67,34.2,96.79,2.05,294.1,125.81,36.47,34.61,96.95,2.39,291.11,109.8,103.7
46.62,11/20/2025 4:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 4:45,141.7,122.98,146.97,112.98,93.71,1.8,290.56,143.94,41.34,53.96,37.56,92.58,1.54,288.59,139.34,40.71,46.39,37.43,94.23,1.79,293.15,141.81,40.93,37.99,94.32,2.08,289.94,130.8,119.1
42.67,11/20/2025 5:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 5:00,138.72,119.95,136.61,111.26,94.28,1.83,289.72,141,40.41,50.42,37.23,93.25,1.45,287.89,136.51,39.63,43.52,36.83,94.65,1.82,292.14,138.64,39.91,37.21,94.94,2.21,289.14,129.7,118.7
26.43,11/20/2025 5:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 5:15,122.73,106.21,88.26,101.47,96.99,2.07,290.02,124.98,35.79,34.23,33.93,96.11,1.71,288.06,120.58,35.11,27.61,33.8,97.27,2.1,292.62,122.62,35.31,33.73,97.59,2.4,289.39,107.2,102.6
25.77,11/20/2025 5:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 5:30,123.47,106.6,87.09,101.93,97.09,2.04,289.31,126.2,36.14,33.85,34.33,96.23,1.69,287.62,121.22,35.15,27.47,33.73,97.32,2,291.71,122.99,35.31,33.87,97.72,2.43,288.6,107.2,102.6
25.74,11/20/2025 5:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 5:45,123.3,106.23,86.59,101.53,97.12,2.08,289.02,126.47,36.12,33.53,34.17,96.32,1.74,287.19,121,35.06,27.31,33.64,97.34,2.06,291.56,122.42,35.05,33.71,97.71,2.43,288.3,107.5,102.6
28.05,11/20/2025 6:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 6:00,125.93,108.49,93.81,103.12,96.75,1.98,288.55,129.23,36.89,35.76,34.87,95.96,1.63,286.61,123.86,35.9,30,34.14,96.94,1.93,291.05,124.71,35.7,34.11,97.36,2.39,287.98,135.8,121.9
51.32,11/20/2025 6:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 6:15,149.07,127.88,163.17,117.13,93.03,1.66,287.51,152.09,43.23,59.21,39.27,92.02,1.45,285.61,146.97,42.41,52.65,38.9,93.33,1.58,290.09,148.14,42.25,38.97,93.74,1.95,286.82,128.5,117.8
29.16,11/20/2025 6:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 6:30,127.48,109.41,97.3,104.03,96.59,1.98,287.57,130.48,37.1,36.83,35.07,95.83,1.69,285.67,125.75,36.29,31.31,34.55,96.75,1.88,290.16,126.23,36.03,34.41,97.2,2.36,286.88,127.4,116.8
25.49,11/20/2025 6:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 6:45,124.4,106.73,86.02,101.87,97.22,2,287.34,127.39,36.16,32.92,34.33,96.51,1.71,285.25,122.48,35.37,27.61,33.87,97.37,1.9,290.07,123.33,35.19,33.67,97.78,2.39,286.69,107.1,102.6
25.65,11/20/2025 7:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 7:00,124.7,106.99,86.73,101.93,97.17,2.01,287.17,127.4,36.17,33.45,34.2,96.4,1.64,285.02,122.59,35.38,27.63,33.8,97.35,1.98,289.95,124.11,35.43,33.93,97.77,2.42,286.54,107.6,102.6
25.69,11/20/2025 7:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 7:15,124.82,106.99,86.01,101.93,97.24,2.04,287.16,127.19,36.1,32.89,34.13,96.53,1.62,285.14,123.37,35.57,27.43,34,97.41,1.99,289.9,123.89,35.32,33.8,97.77,2.52,286.44,107.5,102.6
26,11/20/2025 7:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 7:30,125.45,107.46,86.71,102.38,97.22,1.96,287.07,127.74,36.23,33.29,34.39,96.47,1.64,285,123.57,35.56,27.42,33.93,97.44,1.85,289.67,125.05,35.67,34.06,97.73,2.37,286.55,108.2,103.5
26.05,11/20/2025 7:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 7:45,125.24,107.17,86.45,102.19,97.23,1.98,286.86,127.77,36.21,33.13,34.27,96.5,1.59,284.8,123.36,35.51,27.27,33.86,97.46,1.94,289.57,124.59,35.45,34.06,97.74,2.41,286.23,107.6,103.5
25.77,11/20/2025 8:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 8:00,125.06,107.05,86.09,101.95,97.24,1.97,286.83,127.33,36.09,33.05,34.2,96.5,1.59,284.77,123.33,35.51,27.28,33.87,97.45,1.95,289.42,124.53,35.45,33.89,97.77,2.37,286.31,107.7,102.6
26.98,11/20/2025 8:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 8:15,125.18,107.57,88.71,102.83,97.09,2.06,288.17,127.73,36.35,33.41,34.47,96.43,1.65,286.08,123.99,35.85,28.31,34.36,97.3,2.01,290.89,123.83,35.38,34,97.53,2.52,287.55,108.6,103.5
27.27,11/20/2025 8:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 8:30,125.16,107.99,90.17,103.14,96.98,1.98,289.1,127.78,36.51,34.35,34.66,96.23,1.63,286.95,123.29,35.75,28.55,34.18,97.21,1.95,291.71,124.41,35.73,34.3,97.51,2.35,288.65,108.9,104.4
27.53,11/20/2025 8:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 8:45,125.24,107.95,90.69,103.17,96.96,2.07,288.88,127.51,36.41,34.22,34.59,96.25,1.76,286.93,123.71,35.85,28.94,34.32,97.17,1.97,291.42,124.51,35.69,34.26,97.46,2.47,288.28,108.8,104.4
27.26,11/20/2025 9:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 9:00,125.41,107.91,89.12,103.19,97.05,1.96,288.49,127.79,36.36,33.48,34.65,96.4,1.6,286.18,124.02,35.93,28.38,34.42,97.27,1.97,291.33,124.41,35.63,34.12,97.49,2.3,287.95,108.7,104.4
27.07,11/20/2025 9:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 9:15,125.66,108.17,89.21,103.26,97.06,2.05,288.28,127.71,36.35,33.81,34.6,96.36,1.65,286.29,124.01,35.95,28.33,34.42,97.28,1.99,290.91,125.25,35.87,34.24,97.55,2.52,287.63,108.8,104.4
37.29,11/20/2025 9:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 9:30,135.71,116.61,119.59,109.4,95.44,1.88,288.01,138.08,39.23,44.1,36.6,94.63,1.53,285.79,134.45,38.87,38.2,36.46,95.73,1.81,290.45,134.59,38.51,36.34,95.95,2.31,287.77,129.5,118.7
49.03,11/20/2025 9:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 9:45,147.14,126.35,154.38,116.43,93.59,1.76,287.56,149.35,42.45,55.41,38.87,92.77,1.46,285.35,146.44,42.26,49.94,39.14,93.91,1.72,290.15,145.64,41.64,38.42,94.09,2.09,287.17,129.6,118.7
27.99,11/20/2025 10:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 10:00,126.26,108.67,92.19,103.47,96.91,1.96,288.3,128.69,36.67,34.8,34.72,96.19,1.6,286.19,124.62,36.09,29.4,34.45,97.11,1.92,291.01,125.48,35.92,34.3,97.42,2.35,287.72,109.2,104.4
28.09,11/20/2025 10:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 10:15,126.76,108.94,92.2,103.8,96.93,1.99,288.05,129.13,36.73,35.08,34.66,96.16,1.63,285.95,125.01,36.09,29.03,34.54,97.2,1.93,290.58,126.15,36.12,34.6,97.44,2.41,287.63,109.5,104.4
40.89,11/20/2025 10:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 10:30,140.14,120.25,130.17,112.21,94.94,1.84,287.4,142.21,40.39,47.44,37.51,94.15,1.57,285.34,138.88,40.05,41.83,37.44,95.23,1.82,289.79,139.33,39.81,37.26,95.44,2.13,287.08,130.3,119.6
46.31,11/20/2025 10:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 10:45,144.64,124.07,144.39,114.69,94.18,1.77,287.42,146.35,41.5,51.73,38.19,93.43,1.53,285.02,144.02,41.56,46.35,38.52,94.59,1.69,290.21,143.55,41.01,37.98,94.53,2.08,287.03,130.1,118.7
28.02,11/20/2025 11:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 11:00,126.85,108.99,92,103.95,96.95,2.05,287.76,128.96,36.71,34.66,34.73,96.24,1.69,285.61,125.49,36.26,29.32,34.77,97.17,1.99,290.47,126.11,36.01,34.45,97.44,2.46,287.21,109.7,104.4
28.03,11/20/2025 11:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 11:15,127.29,109.23,92.05,104.28,96.96,2.03,287.6,129.59,36.78,35.11,34.96,96.17,1.67,285.29,125.58,36.21,28.91,34.54,97.25,2.01,290.2,126.71,36.24,34.78,97.46,2.39,287.3,109.6,105.3
27.43,11/20/2025 11:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 11:30,125.74,108.01,89.92,103.03,97.03,2.01,287.78,127.75,36.35,33.99,34.55,96.32,1.67,285.65,124.49,35.93,28.5,34.29,97.27,1.93,290.31,124.97,35.73,34.18,97.49,2.43,287.37,109.5,104.4
23.55,11/20/2025 11:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 11:45,120.85,103.89,77.5,99.57,97.6,2.12,288.18,123.11,35.01,29.44,33.47,96.99,1.76,285.97,119.41,34.52,24.51,33,97.81,2.12,290.87,120.03,34.36,33.11,97.99,2.48,287.69,104.7,100.9
23.58,11/20/2025 12:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 12:00,120.35,103.58,77.17,99.01,97.61,2.1,288.39,122.36,34.81,29.46,33.08,96.97,1.77,286.14,119.27,34.56,24.13,33.04,97.87,2.03,291.01,119.43,34.21,32.89,97.99,2.52,288.02,104.3,100.6
23.91,11/20/2025 12:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 12:15,120.59,103.91,78.3,99.13,97.54,2.09,288.8,122.39,34.87,29.59,33.12,96.95,1.74,286.53,119.95,34.77,24.79,33.42,97.76,1.99,291.57,119.45,34.27,32.59,97.91,2.54,288.31,104.4,100.3
24.27,11/20/2025 12:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 12:30,120.35,103.8,79.13,98.91,97.49,2.11,288.85,122.52,34.93,29.85,33.2,96.89,1.69,286.43,119.41,34.65,25.01,33.13,97.72,2.08,291.65,119.11,34.21,32.57,97.85,2.57,288.47,104.5,100.3
24.09,11/20/2025 12:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 12:45,120.68,104.12,78.76,99.31,97.52,2.07,289.05,122.61,34.97,29.79,33.2,96.93,1.69,286.78,119.48,34.67,24.88,33.14,97.74,1.99,291.83,119.96,34.48,32.97,97.9,2.53,288.56,104.8,100.3
23.84,11/20/2025 13:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 13:00,120.62,104.08,79.07,99.11,97.5,2.08,288.99,122.48,34.97,29.97,33.15,96.9,1.67,286.85,119.78,34.74,25.25,33.13,97.67,2.04,291.47,119.59,34.37,32.83,97.93,2.53,288.65,104.8,101
24.33,11/20/2025 13:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 13:15,120.57,104.11,79.8,99.24,97.46,2.11,289.33,122.57,34.99,29.98,33.24,96.9,1.73,287.02,119.49,34.71,25.49,33.2,97.64,2.12,292.09,119.64,34.41,32.8,97.85,2.47,288.87,104.8,100.6
24.11,11/20/2025 13:44,Meter BSGN1-APF - CHILLER 1,11/20/2025 13:30,120.82,104.31,79.62,99.79,97.46,2.16,289.36,122.92,35.09,29.84,33.31,96.91,1.79,287.13,120.06,34.89,25.68,33.5,97.61,2.11,292.24,119.49,34.33,32.97,97.86,2.59,288.71,105.2,101
24.19,11/20/2025 13:59,Meter BSGN1-APF - CHILLER 1,11/20/2025 13:45,121.24,104.64,79.67,99.82,97.49,2.07,289.07,123.34,35.23,30.2,33.47,96.89,1.73,286.82,120.05,34.83,25.29,33.36,97.7,2.04,291.89,120.32,34.58,32.99,97.89,2.45,288.51,105.2,100.6
24.35,11/20/2025 14:14,Meter BSGN1-APF - CHILLER 1,11/20/2025 14:00,121.22,104.41,79.69,99.61,97.5,2.13,288.98,123.18,35.08,30.09,33.31,96.91,1.87,286.62,120.4,34.86,25.25,33.27,97.7,2.03,291.73,120.09,34.47,33.04,97.87,2.49,288.6,105.2,101
24.49,11/20/2025 14:29,Meter BSGN1-APF - CHILLER 1,11/20/2025 14:15,121.53,104.79,79.65,100.21,97.52,2.08,288.85,123.14,35.14,29.85,33.51,96.97,1.74,286.51,120.77,35.03,25.32,33.6,97.73,2.07,291.66,120.67,34.63,33.11,97.85,2.45,288.39,105.3,101.3
