End Time,Meter,Start Time,avgAmp,avgPf,avgTHD,avgVolt,l1Amp,l1Kva,l1Kvar,l1Kw,l1Pf,l1THD,l1Volt,l2Amp,l2Kva,l2Kvar,l2Kw,l2Pf,l2THD,l2Volt,l3Amp,l3Kva,l3Kvar,l3Kw,l3Pf,l3THD,l3Volt,outputAmp,totalKva,totalKvar,totalKw
2025-11-17 04:09:59,Main PF,2025-11-17 04:09:00,747.53,2.20,-37.30,494.10,792.50,388.90,6.50,384.10,99.90,1.30,491.60,641.30,318.60,21.60,314.80,99.90,1.90,497.40,808.80,398.30,-65.40,394.00,99.60,3.40,493.30,1092.90,99.80,,1105.80
2025-11-17 04:10:59,Main PF,2025-11-17 04:10:00,723.83,1.57,-53.00,493.90,776.60,381.00,7.30,377.20,99.90,1.00,491.40,610.30,303.20,6.80,300.00,99.90,1.50,497.90,784.60,385.70,-67.10,381.10,99.60,2.20,492.40,1058.30,99.80,,1069.90
2025-11-17 04:11:59,Main PF,2025-11-17 04:11:00,731.37,1.63,-53.30,493.73,765.10,375.60,6.00,371.20,99.90,0.90,491.30,633.10,314.60,7.00,310.90,99.90,1.60,497.60,795.90,391.10,-66.30,387.10,99.60,2.40,492.30,1069.20,99.80,,1081.30
2025-11-17 04:12:59,Main PF,2025-11-17 04:12:00,734.13,1.80,-46.90,493.97,776.30,381.00,7.50,377.20,99.90,1.10,491.90,612.20,304.20,9.90,301.00,99.90,1.60,497.60,813.90,400.00,-64.30,395.00,99.60,2.70,492.40,1073.20,99.80,,1085.20
2025-11-17 04:13:59,Main PF,2025-11-17 04:13:00,754.17,1.87,-34.90,493.73,809.10,397.20,8.50,393.00,99.90,1.00,491.40,629.20,312.60,19.70,308.90,99.90,1.60,497.20,824.20,405.40,-63.10,401.00,99.70,3.00,492.60,1102.90,99.83,,1115.20
2025-11-17 04:14:59,Main PF,2025-11-17 04:14:00,748.07,1.60,-50.30,493.80,801.40,393.30,8.90,389.10,99.90,1.00,491.30,639.30,317.60,8.00,313.80,99.90,1.50,497.40,803.50,395.10,-67.20,391.00,99.60,2.30,492.70,1093.90,99.80,,1106.00
2025-11-17 04:15:59,Main PF,2025-11-17 04:15:00,733.87,1.53,-57.90,493.83,794.10,389.90,5.20,385.10,99.90,0.80,491.60,618.00,307.10,8.40,303.90,99.90,1.40,497.50,789.50,388.20,-71.50,384.10,99.60,2.40,492.40,1073.10,99.80,,1085.20
2025-11-17 04:16:59,Main PF,2025-11-17 04:16:00,743.33,1.60,-53.10,493.37,782.60,383.20,8.10,379.20,99.90,0.90,490.90,625.80,310.60,7.00,306.90,99.90,1.70,497.20,821.60,403.90,-68.20,399.00,99.60,2.20,492.00,1085.10,99.80,,1097.70
2025-11-17 04:17:59,Main PF,2025-11-17 04:17:00,757.97,1.73,-39.60,494.13,805.00,395.30,8.10,391.00,99.90,1.00,491.70,650.90,323.00,17.90,319.80,99.90,1.90,497.70,818.00,403.30,-65.60,399.00,99.70,2.30,493.00,1109.80,99.83,,1121.60
2025-11-17 04:18:59,Main PF,2025-11-17 04:18:00,749.50,1.47,-45.90,493.73,796.00,390.80,7.80,386.10,99.90,0.80,491.10,634.30,315.70,9.40,311.90,99.90,1.50,498.10,818.20,402.50,-63.10,398.00,99.70,2.10,492.00,1096.00,99.83,,1109.00
2025-11-17 04:19:59,Main PF,2025-11-17 04:19:00,735.30,1.67,-50.10,493.67,779.60,382.50,7.40,378.20,99.90,1.00,491.10,618.60,307.80,7.40,303.90,99.90,1.70,498.10,807.70,396.20,-64.90,392.00,99.60,2.30,491.80,1074.10,99.80,,1086.50
2025-11-17 04:20:59,Main PF,2025-11-17 04:20:00,749.67,1.67,-40.20,493.53,795.90,390.30,6.10,386.10,99.90,1.20,491.30,624.40,310.10,11.40,306.90,99.90,1.50,497.40,828.70,406.50,-57.70,401.90,99.70,2.30,491.90,1094.90,99.83,,1106.90
2025-11-17 04:21:59,Main PF,2025-11-17 04:21:00,742.20,1.83,-32.40,493.93,788.70,386.90,8.30,382.10,99.90,0.80,491.70,627.80,311.60,18.90,307.90,99.90,1.80,497.60,810.10,398.50,-59.60,394.00,99.70,2.90,492.50,1084.00,99.83,,1097.00
2025-11-17 04:22:59,Main PF,2025-11-17 04:22:00,731.27,1.53,-45.10,493.67,771.90,378.60,8.30,374.20,99.90,0.70,491.30,629.00,312.60,7.60,308.90,99.90,1.50,497.60,792.90,389.70,-61.00,385.10,99.70,2.40,492.10,1068.20,99.83,,1080.90
2025-11-17 04:23:59,Main PF,2025-11-17 04:23:00,737.13,1.40,-43.00,494.20,774.80,380.00,8.10,376.20,99.90,0.80,491.60,627.70,312.20,11.70,308.90,99.90,1.30,498.50,808.90,397.50,-62.80,393.00,99.70,2.10,492.50,1078.10,99.83,,1089.70
2025-11-17 04:24:59,Main PF,2025-11-17 04:24:00,735.00,1.57,-52.80,493.57,793.20,389.40,6.60,385.10,99.90,1.00,491.10,616.60,306.80,6.20,302.90,99.90,1.30,498.00,795.20,390.30,-65.60,386.10,99.60,2.40,491.60,1074.10,99.80,,1086.50
2025-11-17 04:25:59,Main PF,2025-11-17 04:25:00,733.37,1.63,-44.20,493.77,771.50,378.60,7.30,374.20,99.90,0.80,491.40,621.40,308.60,8.30,304.90,99.90,1.90,497.90,807.20,397.00,-59.80,393.00,99.70,2.20,492.00,1072.10,99.83,,1084.20
2025-11-17 04:26:59,Main PF,2025-11-17 04:26:00,770.30,1.73,-38.50,493.93,810.40,397.70,7.80,393.00,99.90,0.90,491.20,670.70,333.00,16.10,328.70,99.90,1.70,497.80,829.80,407.90,-62.40,402.90,99.70,2.60,492.80,1124.60,99.83,,1138.60
2025-11-17 04:27:59,Main PF,2025-11-17 04:27:00,753.77,1.50,-55.50,493.83,790.70,387.90,8.10,383.10,99.90,0.70,491.10,643.60,319.60,7.40,315.80,99.90,1.60,497.70,827.00,406.90,-71.00,401.90,99.60,2.20,492.70,1100.80,99.80,,1114.40
2025-11-17 04:28:59,Main PF,2025-11-17 04:28:00,747.93,1.60,-59.00,493.67,776.80,380.20,7.80,376.20,99.90,1.00,490.90,631.90,313.60,5.90,309.90,99.90,1.40,497.80,835.10,410.80,-72.70,405.90,99.60,2.40,492.30,1092.00,99.80,,1104.60
2025-11-17 04:29:59,Main PF,2025-11-17 04:29:00,756.50,1.67,-55.90,493.73,783.70,384.50,7.40,380.20,99.90,0.80,491.00,639.80,318.20,8.60,314.80,99.90,1.60,498.00,846.00,416.20,-71.90,411.80,99.60,2.60,492.20,1106.80,99.80,,1118.90
2025-11-17 04:30:59,Main PF,2025-11-17 04:30:00,764.50,1.73,-44.30,493.87,805.90,395.30,9.00,391.00,99.90,0.80,491.30,659.80,327.50,12.60,323.70,99.90,1.70,497.40,827.80,406.90,-65.90,401.90,99.70,2.70,492.90,1116.60,99.83,,1129.70
2025-11-17 04:31:59,Main PF,2025-11-17 04:31:00,772.83,2.13,-45.70,493.87,805.60,395.30,9.60,391.00,99.90,1.60,491.00,656.90,326.00,11.50,322.70,99.90,2.00,497.50,856.00,422.00,-66.80,417.80,99.60,2.80,493.10,1131.50,99.80,,1143.30
2025-11-17 04:32:59,Main PF,2025-11-17 04:32:00,772.07,1.43,-44.70,493.73,806.40,395.70,6.20,391.00,99.90,0.70,491.10,652.80,324.00,13.80,320.80,99.90,1.40,497.40,857.00,421.60,-64.70,416.80,99.70,2.20,492.70,1128.60,99.83,,1141.30
2025-11-17 04:33:59,Main PF,2025-11-17 04:33:00,758.00,1.60,-54.60,493.70,800.50,392.00,8.10,388.10,99.90,1.10,490.90,656.70,326.00,7.70,322.70,99.90,1.50,497.70,816.80,401.50,-70.40,397.00,99.60,2.20,492.50,1107.80,99.80,,1119.50
2025-11-17 04:34:59,Main PF,2025-11-17 04:34:00,753.13,1.87,-58.80,493.57,807.80,396.20,8.30,392.00,99.90,0.70,491.20,634.90,315.10,9.60,311.90,99.90,1.80,497.40,816.70,401.50,-76.70,397.00,99.50,3.10,492.10,1100.90,99.77,,1112.80
2025-11-17 04:35:59,Main PF,2025-11-17 04:35:00,791.83,2.13,-33.40,493.40,858.10,420.40,8.20,415.80,99.90,1.20,490.30,673.30,334.50,28.40,330.70,99.90,2.10,497.10,844.10,415.20,-70.00,410.90,99.60,3.10,492.80,1157.40,99.80,,1170.10
2025-11-17 04:36:59,Main PF,2025-11-17 04:36:00,775.13,1.60,-52.60,493.53,827.00,405.20,6.30,401.00,99.90,0.90,490.80,650.80,322.40,15.90,318.80,99.90,1.50,496.90,847.60,416.70,-74.80,411.80,99.60,2.40,492.90,1131.60,99.80,,1144.30
2025-11-17 04:37:59,Main PF,2025-11-17 04:37:00,754.60,1.67,-60.40,493.73,812.70,398.70,7.60,394.00,99.90,1.00,491.10,624.20,310.10,14.20,306.90,99.90,1.70,497.10,826.90,407.20,-82.20,402.90,99.50,2.30,493.00,1103.80,99.77,,1116.00
2025-11-17 04:38:59,Main PF,2025-11-17 04:38:00,765.50,1.47,-53.40,493.30,794.00,389.10,9.00,385.10,99.90,0.80,490.60,643.00,319.60,12.20,315.80,99.90,1.50,497.40,859.50,421.80,-74.60,416.80,99.60,2.10,491.90,1117.70,99.80,,1130.50
2025-11-17 04:39:59,Main PF,2025-11-17 04:39:00,750.93,1.77,-62.40,493.67,807.50,395.40,5.70,391.00,99.90,1.10,490.70,631.20,313.60,8.10,309.90,99.90,2.00,497.50,814.10,400.50,-76.20,396.00,99.50,2.20,492.80,1096.90,99.77,,1109.50
2025-11-17 04:40:59,Main PF,2025-11-17 04:40:00,760.90,1.73,-60.50,493.40,788.40,386.10,6.90,382.10,99.90,1.00,490.60,644.00,320.10,9.20,316.80,99.90,1.60,497.20,850.30,418.20,-76.60,413.80,99.50,2.60,492.40,1112.70,99.77,,1124.40
2025-11-17 04:41:59,Main PF,2025-11-17 04:41:00,749.90,1.43,-63.90,493.57,797.70,390.50,8.10,386.10,99.90,0.90,490.80,631.20,313.60,7.90,309.90,99.90,1.60,497.60,820.80,403.40,-79.90,399.00,99.50,1.80,492.30,1095.00,99.77,,1107.50
2025-11-17 04:42:59,Main PF,2025-11-17 04:42:00,765.97,1.63,-64.50,493.37,814.80,398.90,4.40,394.00,99.90,0.90,490.60,653.30,324.50,8.60,320.80,99.90,1.70,497.50,829.80,407.90,-77.50,402.90,99.50,2.30,492.00,1117.70,99.77,,1131.30
2025-11-17 04:43:59,Main PF,2025-11-17 04:43:00,762.03,1.93,-54.80,493.77,819.60,402.10,7.20,398.00,99.90,1.20,491.00,637.30,316.60,8.70,312.80,99.90,2.10,497.80,829.20,407.90,-70.70,402.90,99.60,2.50,492.50,1113.70,99.80,,1126.60
2025-11-17 04:44:59,Main PF,2025-11-17 04:44:00,767.17,1.43,-48.90,493.43,813.80,398.40,6.70,394.00,99.90,0.80,490.20,657.70,326.50,15.30,322.70,99.90,1.50,497.60,830.00,408.40,-70.90,403.90,99.60,2.00,492.50,1120.60,99.80,,1133.30
2025-11-17 04:45:59,Main PF,2025-11-17 04:45:00,745.00,1.60,-57.70,493.47,777.00,380.70,6.70,376.20,99.90,1.00,490.40,617.40,306.60,8.50,302.90,99.90,1.30,497.90,840.60,413.30,-72.90,408.90,99.60,2.50,492.10,1088.00,99.80,,1100.60
2025-11-17 04:46:59,Main PF,2025-11-17 04:46:00,765.20,1.93,-55.60,493.20,837.30,410.10,8.30,405.90,99.90,1.10,490.10,638.40,317.10,11.10,313.80,99.90,1.90,497.70,819.90,402.10,-75.00,398.00,99.60,2.80,491.80,1117.70,99.80,,1129.30
2025-11-17 04:47:59,Main PF,2025-11-17 04:47:00,741.83,1.67,-59.80,493.00,768.60,376.30,5.20,372.20,99.90,1.30,490.20,636.20,316.10,5.10,312.80,99.90,1.30,497.50,820.70,402.60,-70.10,398.00,99.60,2.40,491.30,1083.00,99.80,,1095.00
2025-11-17 04:48:59,Main PF,2025-11-17 04:48:00,753.27,1.63,-58.50,493.00,799.10,391.50,8.00,387.10,99.90,1.00,490.10,634.90,315.10,8.50,311.90,99.90,1.60,497.60,825.80,405.10,-75.00,401.00,99.60,2.30,491.30,1100.00,99.80,,1111.70
2025-11-17 04:49:59,Main PF,2025-11-17 04:49:00,764.83,1.57,-45.70,493.67,829.70,406.20,10.00,401.90,99.90,0.90,490.70,636.10,316.10,18.40,312.80,99.90,1.40,497.40,828.70,407.40,-74.10,402.90,99.60,2.40,492.90,1117.60,99.80,,1129.70
2025-11-17 04:50:59,Main PF,2025-11-17 04:50:00,740.33,1.73,-62.40,493.23,789.20,386.60,6.50,382.10,99.90,1.10,490.00,627.10,311.60,7.00,307.90,99.90,1.70,497.50,804.70,395.60,-75.90,391.00,99.50,2.40,492.20,1081.00,99.77,,1093.80
2025-11-17 04:51:59,Main PF,2025-11-17 04:51:00,750.27,1.50,-54.40,493.40,793.50,388.60,7.60,384.10,99.90,0.90,490.50,627.30,312.20,7.00,308.90,99.90,1.60,498.00,830.00,407.50,-69.00,402.90,99.60,2.00,491.70,1095.90,99.80,,1108.30
2025-11-17 04:52:59,Main PF,2025-11-17 04:52:00,747.90,1.50,-57.00,493.37,783.60,383.70,6.90,379.20,99.90,1.00,490.20,638.60,317.70,6.40,313.80,99.90,1.80,498.10,821.50,403.10,-70.30,399.00,99.60,1.70,491.80,1092.00,99.80,,1104.50
2025-11-17 04:53:59,Main PF,2025-11-17 04:53:00,765.43,1.60,-50.10,493.43,807.50,395.40,7.30,391.00,99.90,0.70,490.50,650.10,323.00,10.70,319.80,99.90,1.70,497.60,838.70,412.30,-68.10,407.90,99.60,2.40,492.20,1118.70,99.80,,1130.70
2025-11-17 04:54:59,Main PF,2025-11-17 04:54:00,764.63,1.67,-56.50,493.80,823.10,403.30,7.40,399.00,99.90,0.80,490.90,635.40,315.60,11.30,311.90,99.90,1.60,497.80,835.40,410.80,-75.20,405.90,99.60,2.60,492.70,1116.80,99.80,,1129.70
2025-11-17 04:55:59,Main PF,2025-11-17 04:55:00,776.57,1.67,-48.00,493.30,809.40,396.40,6.30,392.00,99.90,0.70,490.40,646.40,321.10,19.20,317.80,99.90,1.60,497.30,873.90,429.50,-73.50,424.70,99.60,2.70,492.20,1134.50,99.80,,1147.00
2025-11-17 04:56:59,Main PF,2025-11-17 04:56:00,752.50,1.47,-70.40,493.60,789.10,386.60,4.40,382.10,99.90,0.70,490.60,634.70,315.10,8.10,311.90,99.90,1.50,497.90,833.70,409.80,-82.90,404.90,99.50,2.20,492.30,1098.90,99.77,,1111.50
2025-11-17 04:57:59,Main PF,2025-11-17 04:57:00,773.93,1.70,-41.80,493.63,832.10,407.70,8.00,402.90,99.90,0.90,490.80,648.50,322.10,14.40,318.80,99.90,1.40,497.70,841.20,413.80,-64.20,408.90,99.70,2.80,492.40,1130.60,99.83,,1143.60
2025-11-17 04:58:59,Main PF,2025-11-17 04:58:00,765.30,1.47,-51.40,493.60,814.80,398.90,9.20,394.00,99.90,1.00,490.30,648.40,322.10,8.10,318.80,99.90,1.60,497.90,832.70,409.30,-68.70,404.90,99.60,1.80,492.60,1117.70,99.80,,1130.30
2025-11-17 04:59:59,Main PF,2025-11-17 04:59:00,763.13,1.67,-47.10,493.37,782.00,383.20,8.70,379.20,99.90,1.10,490.20,653.90,324.50,8.50,320.80,99.90,1.40,497.80,853.50,419.70,-64.30,414.80,99.70,2.50,492.10,1114.80,99.83,,1127.40
2025-11-17 05:00:59,Main PF,2025-11-17 05:00:00,762.40,1.67,-28.50,492.90,793.50,387.80,8.60,383.10,99.90,1.10,489.80,664.10,330.00,14.20,326.70,99.90,1.50,497.20,829.60,407.00,-51.30,402.90,99.80,2.40,491.70,1112.70,99.87,,1124.80
2025-11-17 05:01:59,Main PF,2025-11-17 05:01:00,788.97,1.73,-40.00,493.20,839.70,411.10,6.30,406.90,99.90,0.80,490.40,661.90,328.50,17.00,324.70,99.90,1.60,497.00,865.30,425.60,-63.30,420.80,99.70,2.80,492.20,1152.40,99.83,,1165.20
2025-11-17 05:02:59,Main PF,2025-11-17 05:02:00,754.53,2.20,-42.00,492.87,790.80,386.30,6.80,382.10,99.90,1.70,489.90,636.40,316.10,12.60,312.80,99.90,1.90,497.30,836.40,410.50,-61.40,405.90,99.70,3.00,491.40,1100.80,99.83,,1112.90
2025-11-17 05:03:59,Main PF,2025-11-17 05:03:00,759.70,1.73,-43.80,492.80,799.80,390.70,6.90,386.10,99.90,1.10,489.80,657.10,326.50,8.70,322.70,99.90,1.70,497.00,822.20,403.60,-59.40,399.00,99.70,2.40,491.60,1107.80,99.83,,1120.80
2025-11-17 05:04:59,Main PF,2025-11-17 05:04:00,744.43,1.87,-57.20,492.23,759.20,371.20,4.10,367.30,99.90,1.00,489.60,641.10,317.90,5.30,313.80,99.90,2.20,496.70,833.00,408.20,-66.60,403.90,99.60,2.40,490.40,1085.00,99.80,,1097.30
2025-11-17 05:05:59,Main PF,2025-11-17 05:05:00,751.07,1.70,-41.30,492.40,788.90,385.30,8.10,381.10,99.90,1.20,489.40,641.20,317.90,7.80,313.80,99.90,1.70,496.60,823.10,404.10,-57.20,400.00,99.70,2.20,491.20,1094.90,99.83,,1107.30
2025-11-17 05:06:59,Main PF,2025-11-17 05:06:00,757.80,1.80,-47.40,492.47,798.60,390.20,7.10,386.10,99.90,1.40,489.30,655.10,325.50,7.50,321.80,99.90,1.70,497.00,819.70,402.10,-62.00,398.00,99.70,2.30,491.10,1105.90,99.83,,1117.80
2025-11-17 05:07:59,Main PF,2025-11-17 05:07:00,753.37,1.47,-51.20,492.00,801.60,391.70,8.30,387.10,99.90,0.70,489.00,637.30,316.00,7.80,311.90,99.90,1.40,496.40,821.20,402.30,-67.30,398.00,99.60,2.30,490.60,1097.00,99.80,,1110.00
2025-11-17 05:08:59,Main PF,2025-11-17 05:08:00,788.67,1.33,-37.00,492.67,814.50,398.00,6.50,394.00,99.90,0.70,489.50,675.50,335.50,14.10,331.60,99.90,1.30,497.00,876.00,430.10,-57.60,425.70,99.70,2.00,491.50,1151.30,99.83,,1163.60
2025-11-17 05:09:59,Main PF,2025-11-17 05:09:00,770.40,1.53,-45.00,492.57,796.40,390.00,6.20,386.10,99.90,0.90,490.00,655.60,324.90,9.90,320.80,99.90,1.40,496.30,859.20,421.80,-61.10,416.80,99.70,2.30,491.40,1123.70,99.83,,1136.70
2025-11-17 05:10:59,Main PF,2025-11-17 05:10:00,787.07,1.60,-52.80,492.40,836.10,408.80,7.10,403.90,99.90,0.90,489.30,667.40,330.80,11.20,326.70,99.90,1.40,496.60,857.70,420.80,-71.10,415.80,99.60,2.50,491.30,1146.40,99.80,,1160.40
2025-11-17 05:11:59,Main PF,2025-11-17 05:11:00,781.57,1.83,-44.60,492.50,832.30,406.80,6.60,401.90,99.90,1.20,489.50,664.30,329.30,14.50,325.70,99.90,1.40,496.80,848.10,416.40,-65.70,411.80,99.70,2.90,491.20,1139.40,99.83,,1152.50
2025-11-17 05:12:59,Main PF,2025-11-17 05:12:00,777.80,1.87,-47.20,492.17,823.00,402.40,8.90,398.00,99.90,0.90,489.90,654.10,323.70,12.70,319.80,99.90,1.70,495.90,856.30,419.40,-68.80,414.80,99.60,3.00,490.70,1132.60,99.80,,1145.50
2025-11-17 05:13:59,Main PF,2025-11-17 05:13:00,761.70,1.77,-50.00,492.03,799.90,390.70,7.20,386.10,99.90,1.00,489.40,648.90,321.40,6.90,317.80,99.90,1.60,496.00,836.30,409.60,-64.10,404.90,99.70,2.70,490.70,1108.80,99.83,,1121.70
2025-11-17 05:14:59,Main PF,2025-11-17 05:14:00,771.00,1.70,-43.60,491.80,816.30,399.00,6.00,395.00,99.90,1.30,489.50,666.50,329.70,10.50,325.70,99.90,1.60,495.40,830.20,406.70,-60.10,401.90,99.70,2.20,490.50,1122.60,99.83,,1135.40
2025-11-17 05:15:59,Main PF,2025-11-17 05:15:00,745.90,1.53,-50.80,491.90,771.30,377.00,6.60,373.20,99.90,1.00,489.00,632.90,313.50,6.10,309.90,99.90,1.50,496.30,833.50,408.20,-63.50,403.90,99.70,2.10,490.40,1087.00,99.83,,1098.70
2025-11-17 05:16:59,Main PF,2025-11-17 05:16:00,761.43,1.43,-44.00,491.90,794.90,388.30,7.30,384.10,99.90,0.90,489.00,661.30,327.90,8.20,323.70,99.90,1.50,496.30,828.10,405.70,-59.50,401.00,99.70,1.90,490.40,1108.80,99.83,,1121.90
2025-11-17 05:17:59,Main PF,2025-11-17 05:17:00,756.43,1.47,-49.20,492.03,787.30,384.80,6.80,380.20,99.90,0.80,489.70,648.70,321.40,7.40,317.80,99.90,1.70,496.30,833.30,408.20,-63.40,403.90,99.70,1.90,490.10,1101.90,99.83,,1114.40
2025-11-17 05:18:59,Main PF,2025-11-17 05:18:00,751.03,1.67,-44.40,492.07,795.00,388.80,5.20,384.10,99.90,1.10,489.70,633.00,314.00,7.00,309.90,99.90,1.70,496.00,825.10,404.20,-56.60,400.00,99.70,2.20,490.50,1094.00,99.83,,1107.00
2025-11-17 05:19:59,Main PF,2025-11-17 05:19:00,760.47,2.03,-48.30,491.50,779.10,380.20,5.40,376.20,99.90,1.40,488.90,651.10,322.20,5.40,318.80,99.90,1.60,495.90,851.20,416.10,-59.10,411.80,99.70,3.10,489.70,1106.80,99.83,,1118.50
2025-11-17 05:20:59,Main PF,2025-11-17 05:20:00,763.20,1.43,-40.10,491.80,799.70,390.70,7.90,386.10,99.90,0.80,489.00,650.60,322.40,6.40,318.80,99.90,1.30,496.30,839.30,411.10,-54.40,406.90,99.70,2.20,490.10,1111.80,99.83,,1124.20
2025-11-17 05:21:59,Main PF,2025-11-17 05:21:00,795.73,1.70,-39.10,491.90,851.50,415.30,7.80,410.90,99.90,1.00,488.90,673.00,333.10,12.90,329.70,99.90,1.90,495.80,862.70,423.20,-59.80,418.80,99.70,2.20,491.00,1159.40,99.83,,1171.60
2025-11-17 05:22:59,Main PF,2025-11-17 05:22:00,766.23,1.87,-44.40,491.97,826.70,403.90,3.80,399.00,99.90,1.10,489.20,643.90,318.90,8.40,314.80,99.90,1.60,496.00,828.10,405.70,-56.60,401.00,99.70,2.90,490.70,1114.80,99.83,,1128.50
2025-11-17 05:23:59,Main PF,2025-11-17 05:23:00,774.97,1.70,-37.10,491.97,834.10,407.80,6.50,402.90,99.90,1.00,489.00,660.80,327.40,8.90,323.70,99.90,1.70,496.40,830.00,406.70,-52.50,401.90,99.80,2.40,490.50,1128.50,99.87,,1141.90
2025-11-17 05:24:59,Main PF,2025-11-17 05:24:00,757.87,1.10,-34.00,491.63,795.20,388.80,7.30,384.10,99.90,0.70,489.20,642.30,318.40,7.60,314.80,99.90,0.90,496.00,836.10,408.80,-48.90,403.90,99.80,1.70,489.70,1102.80,99.87,,1116.00
2025-11-17 05:25:59,Main PF,2025-11-17 05:25:00,764.10,1.77,-41.20,491.93,810.40,396.10,6.20,392.00,99.90,1.40,489.00,645.80,319.90,8.80,315.80,99.90,1.30,496.40,836.10,409.60,-56.20,404.90,99.70,2.60,490.40,1112.70,99.83,,1125.60
2025-11-17 05:26:59,Main PF,2025-11-17 05:26:00,763.90,1.53,-42.90,491.73,802.90,392.20,7.40,388.10,99.90,1.10,489.20,660.00,326.70,5.70,322.70,99.90,1.30,495.70,828.80,405.70,-56.00,401.00,99.70,2.20,490.30,1111.80,99.83,,1124.60
2025-11-17 05:27:59,Main PF,2025-11-17 05:27:00,747.00,1.57,-37.10,491.77,795.80,388.80,7.40,384.10,99.90,0.90,489.00,624.40,309.50,6.60,305.90,99.90,1.50,496.10,820.80,401.80,-51.10,397.00,99.80,2.30,490.20,1087.00,99.87,,1100.10
2025-11-17 05:28:59,Main PF,2025-11-17 05:28:00,768.33,1.43,-34.30,491.57,813.50,396.70,8.90,392.00,99.90,0.50,488.90,665.60,329.20,7.70,325.70,99.90,1.50,495.50,825.90,404.20,-50.90,400.00,99.80,2.30,490.30,1117.70,99.87,,1130.10
2025-11-17 05:29:59,Main PF,2025-11-17 05:29:00,742.17,1.40,-41.20,491.90,785.80,383.90,9.10,379.20,99.90,0.70,489.00,637.90,316.00,6.30,311.90,99.90,1.50,496.20,802.80,393.00,-56.60,388.10,99.70,2.00,490.50,1079.20,99.83,,1092.90
2025-11-17 05:30:59,Main PF,2025-11-17 05:30:00,751.23,1.50,-53.30,491.67,805.70,392.80,4.60,388.10,99.90,0.80,488.80,634.90,313.80,6.30,309.90,99.90,1.60,495.60,813.10,398.40,-64.20,394.00,99.70,2.10,490.60,1092.00,99.83,,1105.00
2025-11-17 05:31:59,Main PF,2025-11-17 05:31:00,759.17,1.50,-58.90,491.97,790.50,386.30,4.50,382.10,99.90,0.90,489.10,636.20,314.80,7.30,310.90,99.90,1.20,495.80,850.80,417.40,-70.70,412.80,99.60,2.40,491.00,1105.80,99.80,,1118.50
2025-11-17 05:32:59,Main PF,2025-11-17 05:32:00,757.10,1.70,-54.90,491.70,816.90,398.20,8.80,394.00,99.90,1.30,488.70,625.50,310.00,7.70,306.90,99.90,1.40,496.10,828.90,405.70,-71.40,401.00,99.60,2.40,490.30,1101.90,99.80,,1113.90
2025-11-17 05:33:59,Main PF,2025-11-17 05:33:00,747.43,1.53,-54.30,491.73,789.40,385.80,9.20,381.10,99.90,1.00,489.20,628.50,310.90,6.70,306.90,99.90,1.50,495.70,824.40,403.80,-70.20,399.00,99.60,2.10,490.30,1087.00,99.80,,1100.50
2025-11-17 05:34:59,Main PF,2025-11-17 05:34:00,769.57,1.53,-55.30,491.67,834.50,407.00,10.30,401.90,99.90,0.80,488.30,632.80,312.80,7.30,308.90,99.90,1.50,495.90,841.40,412.10,-72.90,407.90,99.60,2.30,490.80,1118.70,99.80,,1131.90
2025-11-17 05:35:59,Main PF,2025-11-17 05:35:00,790.03,1.43,-47.50,491.80,837.10,409.30,9.50,404.90,99.90,0.70,489.10,667.60,330.20,11.50,326.70,99.90,1.40,495.70,865.40,423.90,-68.50,418.80,99.60,2.20,490.60,1150.40,99.80,,1163.40
2025-11-17 05:36:59,Main PF,2025-11-17 05:36:00,783.53,1.97,-41.40,491.70,830.30,405.00,8.90,401.00,99.90,0.90,488.50,670.50,332.30,14.60,328.70,99.90,1.70,496.10,849.80,416.00,-64.90,411.80,99.70,3.30,490.50,1141.50,99.83,,1153.30
2025-11-17 05:37:59,Main PF,2025-11-17 05:37:00,768.03,1.37,-59.40,491.60,829.50,404.60,8.70,400.00,99.90,0.70,488.70,639.60,316.30,7.40,312.80,99.90,1.50,495.40,835.00,409.10,-75.50,404.90,99.60,1.90,490.70,1117.70,99.80,,1130.00
2025-11-17 05:38:59,Main PF,2025-11-17 05:38:00,756.63,1.83,-65.00,491.37,791.00,386.00,6.60,382.10,99.90,1.90,488.80,640.30,316.80,5.80,312.80,99.90,1.40,495.10,838.60,410.60,-77.40,405.90,99.50,2.20,490.20,1100.80,99.77,,1113.40
2025-11-17 05:39:59,Main PF,2025-11-17 05:39:00,760.87,1.60,-65.50,491.33,784.90,382.60,5.40,378.20,99.90,0.90,488.40,657.70,325.20,5.60,321.80,99.90,1.60,495.40,840.00,411.60,-76.50,406.90,99.50,2.30,490.20,1106.90,99.77,,1119.40
2025-11-17 05:40:59,Main PF,2025-11-17 05:40:00,778.97,1.43,-52.40,491.50,819.70,399.70,6.60,395.00,99.90,1.00,488.90,672.80,332.60,8.90,328.70,99.90,1.30,495.50,844.40,413.60,-67.90,408.90,99.70,2.00,490.10,1132.60,99.83,,1145.90
2025-11-17 05:41:59,Main PF,2025-11-17 05:41:00,769.43,1.87,-49.00,491.50,810.10,395.30,9.20,391.00,99.90,0.90,488.90,658.70,325.70,11.70,321.80,99.90,1.70,495.60,839.50,411.10,-69.90,406.90,99.60,3.00,490.00,1119.70,99.80,,1132.10
