3Kvar,End Time,Meter,Start Time,avgAmp,avgKva,avgKvar,avgKw,avgPf,avgTHD,avgVolt,l1Amp,l1Kva,l1Kvar,l1Kw,l1Pf,l1THD,l1Volt,l2Amp,l2Kva,l2Kvar,l2Kw,l2Pf,l2THD,l2Volt,l3Amp,l3Kva,l3Kw,l3Pf,l3THD,l3Volt,peakKva,peakKw
12.95,10/14/2025 20:44,Meter BSGN1-APF - CHILLER 1,10/14/2025 20:30,150.66,129.73,30.69,126.74,99.7,5.79,288.25,150.72,42.95,6.71,41.93,99.85,4.65,286.19,155.53,45.09,11.03,44.07,99.7,6.36,291.24,145.75,41.69,40.73,99.55,6.35,287.31,132.5,128.7
8.85,10/14/2025 20:59,Meter BSGN1-APF - CHILLER 1,10/14/2025 20:45,138.71,119.79,19.11,117.17,99.82,4.56,288.99,138.21,39.49,4.1,38.6,99.89,4.02,286.82,143.54,41.74,6.16,40.89,99.85,4.88,292.03,134.37,38.56,37.69,99.71,4.78,288.11,129.2,125.8
7.96,10/14/2025 21:14,Meter BSGN1-APF - CHILLER 1,10/14/2025 21:00,138.2,119.29,18.26,116.87,99.83,4.57,289.1,138.45,39.58,4.01,38.81,99.9,3.96,287.18,142.31,41.36,6.3,40.53,99.84,4.99,291.91,133.82,38.35,37.53,99.75,4.76,288.23,129.3,126.8
11.94,10/14/2025 21:29,Meter BSGN1-APF - CHILLER 1,10/14/2025 21:15,148.62,128.48,27.91,126.07,99.73,5.39,289.43,147.84,42.32,6.48,41.44,99.85,4.55,287.49,152.72,44.42,9.48,43.57,99.74,5.76,292.19,145.29,41.74,41.06,99.59,5.86,288.6,136.5,134.6
6.56,10/14/2025 21:44,Meter BSGN1-APF - CHILLER 1,10/14/2025 21:30,134.21,116.05,14.97,113.53,99.87,4.33,289.76,133.66,38.26,3.66,37.4,99.9,4.11,287.83,138.06,40.15,4.75,39.27,99.89,4.83,292.54,130.91,37.64,36.87,99.83,4.05,288.9,128.7,126.8
11.95,10/14/2025 21:59,Meter BSGN1-APF - CHILLER 1,10/14/2025 21:45,148.66,128.86,27.83,126.22,99.73,5.26,290.23,147.91,42.47,6.36,41.6,99.84,4.43,288.41,153.13,44.66,9.52,43.75,99.75,5.6,292.98,144.95,41.73,40.87,99.6,5.75,289.29,134.2,131.7
6.4,10/14/2025 22:14,Meter BSGN1-APF - CHILLER 1,10/14/2025 22:00,133.41,115.84,13.99,113.01,99.88,4.27,290.69,132.48,38.05,3.35,37.2,99.9,3.98,288.65,137.73,40.28,4.24,39.27,99.9,4.59,293.59,130.03,37.51,36.54,99.83,4.23,289.84,125.3,121.8
13.29,10/14/2025 22:29,Meter BSGN1-APF - CHILLER 1,10/14/2025 22:15,151.56,131.94,28.85,129.13,99.72,5.38,291.33,149.93,43.19,6.58,42.19,99.85,4.47,289.33,156.21,45.75,8.99,44.74,99.78,5.5,293.9,148.52,43.01,42.19,99.54,6.18,290.77,138.2,135.6
4.71,10/14/2025 22:44,Meter BSGN1-APF - CHILLER 1,10/14/2025 22:30,126.85,110.09,11.86,107.61,99.89,4.21,290.65,125.97,36.2,3.34,35.34,99.9,4.16,288.85,130.82,38.22,3.81,37.33,99.89,4.64,293.27,123.77,35.67,34.93,99.88,3.83,289.81,126.8,123.8
12.69,10/14/2025 22:59,Meter BSGN1-APF - CHILLER 1,10/14/2025 22:45,149.46,129.59,27.85,126.86,99.73,5.37,290.59,147.61,42.41,6.14,41.59,99.86,4.45,288.64,154.51,45.02,9.02,44.02,99.77,5.49,293.27,146.26,42.16,41.24,99.55,6.16,289.85,137.1,134.6
7.39,10/14/2025 23:14,Meter BSGN1-APF - CHILLER 1,10/14/2025 23:00,135.84,118.13,15.35,115.6,99.85,4.31,291.27,134.63,38.71,3.41,37.87,99.9,4.06,289.21,140.83,41.22,4.56,40.4,99.89,4.41,294.11,132.05,38.2,37.33,99.77,4.45,290.5,126.2,122.8
8.63,10/14/2025 23:29,Meter BSGN1-APF - CHILLER 1,10/14/2025 23:15,140.25,122.07,17.96,119.53,99.84,4.54,291.71,139.19,40.13,3.61,39.13,99.9,4.06,289.79,144.67,42.37,5.71,41.6,99.88,4.75,294.47,136.89,39.57,38.8,99.75,4.81,290.87,127,123.8
7.97,10/14/2025 23:44,Meter BSGN1-APF - CHILLER 1,10/14/2025 23:30,138.15,120.33,16.7,117.59,99.85,4.46,291.76,136.73,39.4,3.66,38.46,99.9,4.07,289.86,142.46,41.75,5.07,40.89,99.88,4.68,294.39,135.26,39.18,38.24,99.76,4.62,291.03,127.5,124.8
8.25,10/14/2025 23:59,Meter BSGN1-APF - CHILLER 1,10/14/2025 23:45,138.58,120.41,16.95,117.87,99.84,4.38,290.93,136.92,39.41,3.69,38.53,99.9,4.01,288.99,142.56,41.65,5.01,40.87,99.87,4.49,293.54,136.25,39.35,38.47,99.74,4.63,290.25,127.9,125.8
9.57,10/15/2025 0:14,Meter BSGN1-APF - CHILLER 1,10/15/2025 0:00,143.4,124.69,21.21,122.16,99.81,4.76,291.34,142.2,40.98,4.68,40.03,99.9,4.03,289.75,147.59,43.16,6.96,42.24,99.83,5.11,293.81,140.41,40.55,39.89,99.71,5.13,290.46,128.5,126.8
6.55,10/15/2025 0:29,Meter BSGN1-APF - CHILLER 1,10/15/2025 0:15,132.78,115.53,14.43,112.59,99.87,4.18,291.26,131.01,37.74,3.51,36.76,99.9,4.05,289.58,137.25,40.16,4.37,39.27,99.89,4.47,293.79,130.08,37.63,36.56,99.81,4.03,290.41,128.5,125.8
10,10/15/2025 0:44,Meter BSGN1-APF - CHILLER 1,10/15/2025 0:30,143.07,124.63,21.94,121.91,99.8,4.88,291.6,140.63,40.61,5.55,39.67,99.87,4.48,289.95,147.37,43.12,6.39,42.17,99.84,4.96,293.85,141.21,40.9,40.07,99.69,5.21,291,136.8,134.6
4.03,10/15/2025 0:59,Meter BSGN1-APF - CHILLER 1,10/15/2025 0:45,116.72,101.56,10.14,99.29,99.9,4.14,291.72,114.65,33.04,2.95,32.35,99.9,4.08,289.87,120.08,35.14,3.16,34.33,99.9,4.59,294.35,115.45,33.38,32.61,99.89,3.75,290.93,115.9,112.8
10.55,10/15/2025 1:14,Meter BSGN1-APF - CHILLER 1,10/15/2025 1:00,145.6,126.94,22.14,124.27,99.8,4.71,292.17,143.05,41.29,5.16,40.39,99.89,4.16,290.34,149.9,43.95,6.42,43.07,99.84,4.7,294.59,143.84,41.71,40.81,99.68,5.29,291.56,131.2,128.7
5.01,10/15/2025 1:29,Meter BSGN1-APF - CHILLER 1,10/15/2025 1:15,126.51,110.26,11.68,107.36,99.89,4.07,291.89,123.8,35.74,3.3,34.8,99.9,4.04,290.19,129.84,38.04,3.36,37.13,99.9,4.36,294.21,125.89,36.49,35.44,99.87,3.81,291.28,120.8,117.8
7.12,10/15/2025 1:44,Meter BSGN1-APF - CHILLER 1,10/15/2025 1:30,134.8,117.43,15.11,114.78,99.86,4.35,291.88,132.69,38.29,3.64,37.49,99.9,4.08,290,138.93,40.68,4.35,39.73,99.9,4.5,294.33,132.79,38.46,37.56,99.79,4.47,291.29,124.5,121.8
5.29,10/15/2025 1:59,Meter BSGN1-APF - CHILLER 1,10/15/2025 1:45,129.85,113.03,12.33,110.65,99.89,4.22,291.78,127.57,36.85,3.35,36.03,99.9,4.15,290.18,133.68,39.11,3.69,38.33,99.9,4.57,294.22,128.29,37.07,36.29,99.86,3.95,290.93,122.6,120.8
6.02,10/15/2025 2:14,Meter BSGN1-APF - CHILLER 1,10/15/2025 2:00,131.38,114.59,13.11,112.07,99.88,4.13,292.09,128.43,37.07,3.5,36.31,99.9,3.97,290.2,134.66,39.49,3.59,38.67,99.9,4.51,294.47,131.05,38.03,37.09,99.84,3.91,291.61,124.7,122.8
7.39,10/15/2025 2:29,Meter BSGN1-APF - CHILLER 1,10/15/2025 2:15,136.78,119.35,14.92,116.75,99.87,4.32,291.97,133.68,38.62,3.6,37.78,99.9,4.15,290.05,140.69,41.25,3.93,40.37,99.9,4.44,294.48,135.96,39.48,38.6,99.8,4.36,291.38,124.7,121.8
4.67,10/15/2025 2:44,Meter BSGN1-APF - CHILLER 1,10/15/2025 2:30,129.46,112.64,11.64,110.11,99.9,4.02,291.65,127.37,36.75,3.5,35.96,99.9,4.03,289.93,132.39,38.65,3.47,37.8,99.9,4.39,293.91,128.62,37.24,36.35,99.89,3.65,291.11,118.1,115.8
8.01,10/15/2025 2:59,Meter BSGN1-APF - CHILLER 1,10/15/2025 2:45,139.45,121.48,16.08,118.87,99.85,4.36,291.82,136.99,39.52,3.84,38.6,99.9,4.19,290.01,142.9,41.85,4.23,41.03,99.9,4.54,294.24,138.46,40.11,39.24,99.76,4.36,291.21,124.5,121.8
4.16,10/15/2025 3:14,Meter BSGN1-APF - CHILLER 1,10/15/2025 3:00,127.34,110.95,10.85,108.14,99.9,4.2,291.82,124.95,36.05,3.42,35.12,99.9,4.23,289.94,130.38,38.17,3.27,37.2,99.9,4.73,294.13,126.7,36.73,35.82,99.9,3.63,291.39,116.7,113.8
7.22,10/15/2025 3:29,Meter BSGN1-APF - CHILLER 1,10/15/2025 3:15,137.33,119.55,15.43,117.13,99.87,4.23,291.71,135.27,39.02,3.88,38.27,99.9,4.07,290.03,139.95,40.94,4.33,40.13,99.9,4.53,294.01,136.77,39.59,38.73,99.81,4.07,291.11,123.5,120.8
4.84,10/15/2025 3:44,Meter BSGN1-APF - CHILLER 1,10/15/2025 3:30,128.66,112.08,11.5,109.33,99.9,4.05,291.73,126.31,36.44,3.29,35.65,99.9,4.02,289.9,131.98,38.68,3.37,37.83,99.9,4.57,294.3,127.69,36.95,35.85,99.89,3.58,290.98,117.9,114.8
7.54,10/15/2025 3:59,Meter BSGN1-APF - CHILLER 1,10/15/2025 3:45,136.64,119.03,16.56,116.42,99.86,4.37,291.88,134.21,38.73,4.24,37.89,99.9,4.05,290.19,139.89,40.95,4.78,40.07,99.88,4.7,294.29,135.83,39.35,38.47,99.79,4.37,291.17,127.8,125.8
7.11,10/15/2025 4:14,Meter BSGN1-APF - CHILLER 1,10/15/2025 4:00,133.96,116.64,15.92,114.02,99.86,4.41,291.62,131.34,37.86,4.25,36.99,99.9,4.21,289.81,137.05,40.13,4.56,39.26,99.89,4.75,294.06,133.49,38.65,37.77,99.79,4.29,290.99,127,123.8
6.5,10/15/2025 4:29,Meter BSGN1-APF - CHILLER 1,10/15/2025 4:15,131.66,114.6,14.3,112.09,99.87,4.28,291.62,129.33,37.33,3.68,36.5,99.9,4.15,289.86,135.03,39.47,4.12,38.69,99.9,4.53,294.07,130.62,37.8,36.9,99.82,4.15,290.93,125,121.8
6.75,10/15/2025 4:44,Meter BSGN1-APF - CHILLER 1,10/15/2025 4:30,134.72,117.26,15.15,114.55,99.87,4.37,291.51,132.66,38.3,4.02,37.42,99.9,4.19,289.91,137.28,40.11,4.38,39.13,99.9,4.69,293.81,134.23,38.85,38,99.8,4.23,290.8,124.5,121.8
5.29,10/15/2025 4:59,Meter BSGN1-APF - CHILLER 1,10/15/2025 4:45,130.47,113.59,12.28,110.86,99.89,4.17,291.84,128.01,36.93,3.51,36,99.9,4.11,290.11,133.79,39.12,3.49,38.24,99.9,4.58,294.2,129.61,37.54,36.62,99.86,3.81,291.21,119.3,117.8
7.47,10/15/2025 5:14,Meter BSGN1-APF - CHILLER 1,10/15/2025 5:00,136.75,118.73,15.22,116.53,99.87,4.31,290.92,134.67,38.73,3.63,38,99.9,4.07,289.17,140.29,40.95,4.12,40.2,99.9,4.57,293.41,135.28,39.05,38.33,99.8,4.29,290.2,119.9,117.8
4.63,10/15/2025 5:29,Meter BSGN1-APF - CHILLER 1,10/15/2025 5:15,128.5,111.48,11.5,108.82,99.9,4.1,290.69,126.23,36.31,3.43,35.55,99.9,4.15,288.91,131.88,38.49,3.45,37.53,99.9,4.57,293.08,127.38,36.68,35.74,99.9,3.56,290.09,114.8,111.8
5.82,10/15/2025 5:44,Meter BSGN1-APF - CHILLER 1,10/15/2025 5:30,132.19,114.65,13.21,111.67,99.88,4.14,290.3,130.37,37.49,3.53,36.4,99.9,4.09,288.62,135.15,39.39,3.86,38.47,99.9,4.58,292.69,131.05,37.77,36.8,99.85,3.73,289.58,118.6,116.8
6.73,10/15/2025 5:59,Meter BSGN1-APF - CHILLER 1,10/15/2025 5:45,134.55,116.46,14.39,114,99.87,4.29,290.05,132.87,38.09,3.76,37.27,99.9,4.36,288.29,136.97,39.86,3.89,39.13,99.9,4.53,292.47,133.82,38.51,37.6,99.8,3.97,289.39,118.3,115.8
5.11,10/15/2025 6:14,Meter BSGN1-APF - CHILLER 1,10/15/2025 6:00,129.3,111.7,12.4,109.01,99.9,4.15,289.33,127.79,36.57,3.62,35.61,99.9,4.19,287.55,132.24,38.37,3.67,37.6,99.9,4.69,291.67,127.86,36.76,35.8,99.89,3.57,288.75,115.6,112.8
7.74,10/15/2025 6:29,Meter BSGN1-APF - CHILLER 1,10/15/2025 6:15,137.22,118.72,17.45,116.27,99.85,4.51,289.62,135.86,38.98,4.2,38.13,99.9,4.19,288.11,140.13,40.73,5.51,39.93,99.87,4.94,292.07,135.66,39.01,38.2,99.79,4.39,288.69,121.9,119.8
5.68,10/15/2025 6:44,Meter BSGN1-APF - CHILLER 1,10/15/2025 6:30,130.78,112.89,13.74,110.34,99.88,4.2,289.29,129.25,36.97,3.91,36.11,99.9,4.15,287.57,133.55,38.74,4.15,38,99.89,4.69,291.55,129.53,37.18,36.23,99.84,3.75,288.74,120.6,117.8
7.23,10/15/2025 6:59,Meter BSGN1-APF - CHILLER 1,10/15/2025 6:45,134.7,116.35,15.51,113.93,99.86,4.39,289.37,133.07,38.07,3.55,37.33,99.9,4.12,287.58,138.33,40.15,4.73,39.33,99.89,4.71,291.94,132.71,38.13,37.27,99.79,4.33,288.59,119.7,117.8
