End Time,Meter,Start Time,avgAmp,avgPf,avgTHD,avgVolt,l1Amp,l1Kva,l1Kvar,l1Kw,l1Pf,l1THD,l1Volt,l2Amp,l2Kva,l2Kvar,l2Kw,l2Pf,l2THD,l2Volt,l3Amp,l3Kva,l3Kvar,l3Kw,l3Pf,l3THD,l3Volt,totalKva,totalKvar,totalKw
2025-12-19 00:00:59,XPQ-01 Main,2025-12-19 00:00:00,1170.89,61.36,0.00,475.34,1174.89,320.38,247.55,203.20,63.45,0.00,476.03,1192.48,330.20,259.93,203.64,61.67,0.00,475.25,1145.30,313.51,253.33,184.81,58.95,0.00,474.74,964.09,760.81,591.65
2025-12-19 00:01:59,XPQ-01 Main,2025-12-19 00:01:00,1155.43,58.60,0.00,475.42,1155.35,315.12,250.74,190.72,60.54,0.00,475.98,1176.21,325.66,262.43,192.78,59.20,0.00,475.34,1134.71,310.74,256.98,173.96,56.06,0.00,474.95,951.52,770.15,557.46
2025-12-19 00:02:59,XPQ-01 Main,2025-12-19 00:02:00,1139.62,58.37,0.00,475.45,1144.93,312.42,249.50,187.31,60.04,0.00,476.21,1153.81,319.48,258.37,187.86,58.81,0.00,475.18,1120.14,306.64,253.12,172.31,56.27,0.00,474.96,938.54,761.00,547.48
2025-12-19 00:03:59,XPQ-01 Main,2025-12-19 00:03:00,1129.70,59.40,0.00,476.56,1133.55,309.73,245.99,188.11,60.75,0.00,477.04,1141.82,317.02,253.20,190.12,60.04,0.00,476.76,1113.73,305.77,250.13,175.33,57.40,0.00,475.89,932.53,749.33,553.56
2025-12-19 00:04:59,XPQ-01 Main,2025-12-19 00:04:00,1109.54,57.33,0.00,476.98,1111.92,304.31,245.65,178.92,58.87,0.00,477.88,1123.39,312.24,254.17,181.13,58.04,0.00,476.83,1093.31,300.15,250.45,165.26,55.07,0.00,476.22,916.70,750.27,525.31
2025-12-19 00:05:59,XPQ-01 Main,2025-12-19 00:05:00,1122.31,58.59,0.00,476.54,1126.05,307.69,245.94,184.31,59.97,0.00,477.26,1134.55,315.13,253.31,186.43,59.27,0.00,476.71,1106.34,303.57,250.14,171.46,56.54,0.00,475.66,926.40,749.40,542.21
2025-12-19 00:06:59,XPQ-01 Main,2025-12-19 00:06:00,1141.71,60.29,0.00,477.08,1146.67,313.66,246.72,193.65,61.74,0.00,477.52,1154.72,320.92,254.47,194.94,60.81,0.00,477.27,1123.74,308.88,250.72,179.94,58.31,0.00,476.44,943.46,751.91,568.54
2025-12-19 00:07:59,XPQ-01 Main,2025-12-19 00:07:00,1120.24,59.26,0.00,476.46,1126.18,307.84,243.51,188.10,61.13,0.00,476.99,1136.75,315.39,253.33,187.69,59.53,0.00,476.37,1097.78,301.31,246.91,171.83,57.12,0.00,476.04,924.55,743.75,547.62
2025-12-19 00:08:59,XPQ-01 Main,2025-12-19 00:08:00,1135.15,61.09,0.00,476.34,1141.32,311.99,242.53,195.91,62.84,0.00,477.12,1150.56,319.21,251.94,196.09,61.43,0.00,476.11,1113.58,305.41,246.46,180.14,59.01,0.00,475.79,936.61,740.93,572.13
2025-12-19 00:09:59,XPQ-01 Main,2025-12-19 00:09:00,1118.52,58.75,0.00,476.56,1123.52,307.03,244.66,185.40,60.40,0.00,476.98,1133.19,314.55,253.19,185.96,59.20,0.00,476.69,1098.85,301.72,248.24,170.74,56.67,0.00,476.00,923.31,746.09,542.10
