Start Time,End Time,Meter,l1Volt,l1Amp,l1Kw,l1Kva,l1Pf,l1THD,l1Kvar,l2Volt,l2Amp,l2Kw,l2Kva,l2Pf,l2THD,l2Kvar,l3Volt,l3Amp,l3Kw,l3Kva,l3Pf,l3THD,3Kvar,avgVolt,avgAmp,avgKw,avgKva,avgPf,avgTHD,avgKvar,peakKva,peakKw
8/17/2025 10:00,8/17/2025 10:59,Meter BSGN1-APF - CHILLER 1,282.65,86.9,22.68,24.4,95.59,37.11,23.06,287.52,93.06,24.37,26.6,93.69,37.35,29.64,283.63,85.27,21.41,24.02,91.7,40.2,30.61,284.6,88.41,68.46,75.02,93.66,38.22,83.31,80.7,73.8
8/17/2025 11:00,8/17/2025 11:59,Meter BSGN1-APF - CHILLER 1,281.34,87.15,22.71,24.35,95.82,36.97,22.72,286.39,93.44,24.29,26.6,93.33,37.25,30.64,282.21,84.6,21.2,23.7,91.79,40.3,30.19,283.31,88.4,68.2,74.64,93.65,38.17,83.56,79.7,73.5
8/17/2025 12:00,8/17/2025 12:59,Meter BSGN1-APF - CHILLER 1,281.03,85.65,22.38,23.88,96.12,37.36,21.54,286.14,91.73,23.62,26.09,92.63,37.86,31.33,281.59,81.23,20.28,22.7,91.75,41.52,28.71,282.92,86.2,66.28,72.68,93.5,38.92,81.57,79.5,72.6
8/17/2025 13:00,8/17/2025 13:59,Meter BSGN1-APF - CHILLER 1,280.06,87.87,22.98,24.44,96.26,37,21.62,285.34,93.65,23.97,26.53,92.45,37.23,32.51,280.59,82.16,20.45,22.92,91.63,41.32,29.33,281.99,87.9,67.41,73.89,93.45,38.52,83.46,80.1,73.5
8/17/2025 14:00,8/17/2025 14:59,Meter BSGN1-APF - CHILLER 1,279.29,88.07,22.94,24.43,96.58,37.24,20.79,285.07,95.02,24.33,26.93,92.21,37.09,33.61,279.94,81.76,20.13,22.73,91.14,41.98,29.96,281.44,88.28,67.4,74.08,93.31,38.77,84.36,79.7,72.6
8/17/2025 15:00,8/17/2025 15:59,Meter BSGN1-APF - CHILLER 1,280.67,87.83,23.18,24.49,96.54,37.05,20.8,286.25,94.38,24.21,26.83,92.24,37.02,33.24,281.19,81.49,20.23,22.77,91.3,41.8,29.55,282.7,87.9,67.61,74.09,93.36,38.62,83.59,79.5,73.3
8/17/2025 16:00,8/17/2025 16:59,Meter BSGN1-APF - CHILLER 1,281.43,86.96,22.9,24.3,96.48,37.54,20.74,286.79,93.27,23.97,26.57,92.25,37.79,32.79,281.96,80.68,20.15,22.59,91.43,42.33,29.07,283.39,86.97,67.03,73.45,93.39,39.22,82.61,79.8,73.6
8/17/2025 17:00,8/17/2025 17:59,Meter BSGN1-APF - CHILLER 1,281.2,86.85,22.88,24.24,96.6,37.66,20.41,286.87,93.47,23.98,26.64,92.14,37.75,33.06,281.57,80.5,20.04,22.51,91.38,42.6,28.96,283.21,86.94,66.9,73.39,93.38,39.34,82.43,80,73.6
8/17/2025 18:00,8/17/2025 18:59,Meter BSGN1-APF - CHILLER 1,281.52,89.22,23.44,24.96,96.42,36.68,21.58,287.04,95.38,24.58,27.2,92.25,37.16,33.57,282.01,83.22,20.74,23.29,91.71,41.25,29.43,283.52,89.27,68.76,75.46,93.46,38.36,84.58,79.8,73.5
8/17/2025 19:00,8/17/2025 19:59,Meter BSGN1-APF - CHILLER 1,282.71,86.82,22.89,24.38,96.3,36.83,21.37,288.28,93.96,24.31,26.9,92.66,37.14,32.11,283.14,82.44,20.69,23.18,91.56,41.25,29.5,284.71,87.74,67.89,74.47,93.51,38.41,82.97,79.3,73.6
8/17/2025 20:00,8/17/2025 20:59,Meter BSGN1-APF - CHILLER 1,283.66,87.32,23.14,24.6,96.28,36.69,21.53,289.15,93.38,24.25,26.82,92.63,37.39,32.06,284.08,82.04,20.7,23.12,91.93,41.25,28.89,285.63,87.58,68.09,74.54,93.61,38.44,82.48,79.2,72.9
8/17/2025 21:00,8/17/2025 21:59,Meter BSGN1-APF - CHILLER 1,283.05,87.15,23,24.51,96.18,36.98,21.73,288.59,93.55,24.26,26.84,92.81,37.52,31.72,283.65,83.22,20.94,23.46,91.7,41.15,29.54,285.1,87.97,68.2,74.81,93.56,38.55,82.99,80.3,73.5
8/17/2025 22:00,8/17/2025 22:59,Meter BSGN1-APF - CHILLER 1,284.04,84.92,22.51,23.94,96.15,37.63,21.14,289.41,90.88,23.65,26.13,92.72,38.36,30.87,284.54,80.3,20.26,22.71,91.75,42,28.47,286,85.37,66.42,72.77,93.54,39.33,80.49,80.2,73.6
8/17/2025 23:00,8/17/2025 23:59,Meter BSGN1-APF - CHILLER 1,285.11,85.88,22.78,24.32,95.93,37.63,21.97,290.35,91.77,24,26.45,92.87,38.35,30.85,285.46,82.29,20.8,23.3,91.8,41.71,28.99,286.97,86.65,67.58,74.07,93.53,39.23,81.81,80.8,73.5
8/18/2025 0:00,8/18/2025 0:59,Meter BSGN1-APF - CHILLER 1,285.5,83.1,21.92,23.55,95.67,37.96,21.91,290.62,88.63,23.28,25.58,93.25,38.78,28.99,286.08,80.76,20.52,22.94,91.86,41.46,28.44,287.4,84.16,65.73,72.07,93.59,39.4,79.34,80,73.5
8/18/2025 1:00,8/18/2025 1:59,Meter BSGN1-APF - CHILLER 1,286.04,84.04,22.25,23.88,95.46,37.83,22.76,290.87,90.13,23.77,26.05,93.53,38.38,28.81,286.58,82.66,21.08,23.53,91.93,40.69,29.12,287.83,85.61,67.11,73.46,93.64,38.97,80.7,80,73.7
8/18/2025 2:00,8/18/2025 2:59,Meter BSGN1-APF - CHILLER 1,286.46,84.76,22.52,24.13,95.2,37.52,23.54,290.93,89.54,23.63,25.88,93.54,38.42,28.73,286.91,83.51,21.43,23.81,92.19,40.17,28.96,288.1,85.93,67.58,73.82,93.64,38.71,81.24,80.3,73.7
8/18/2025 3:00,8/18/2025 3:59,Meter BSGN1-APF - CHILLER 1,286.62,84,22.21,23.89,95.17,37.84,23.37,290.95,88.86,23.37,25.69,93.62,38.85,28.24,287.03,82.76,21.21,23.57,92.19,40.34,28.77,288.2,85.21,66.79,73.15,93.66,39.01,80.38,79.5,73.4
8/18/2025 4:00,8/18/2025 4:59,Meter BSGN1-APF - CHILLER 1,286.13,83.56,22.04,23.76,95.01,38,23.77,290.61,88.75,23.38,25.62,93.66,39.15,28.07,286.66,82.87,21.23,23.6,92.27,40.33,28.73,287.8,85.06,66.65,72.98,93.64,39.16,80.57,79.8,72.8
8/18/2025 5:00,8/18/2025 5:59,Meter BSGN1-APF - CHILLER 1,285.02,82.78,21.67,23.41,95.09,38.02,23.28,289.39,87.78,23.07,25.25,93.73,38.92,27.69,285.45,81.98,20.94,23.25,92.22,40.44,28.48,286.62,84.18,65.68,71.91,93.68,39.12,79.45,79.6,72.8
8/18/2025 6:00,8/18/2025 6:59,Meter BSGN1-APF - CHILLER 1,285.6,83.22,21.94,23.6,95.11,37.29,23.53,290.15,87.81,23.19,25.32,93.78,38.8,27.66,286.12,82.38,21.1,23.42,92.61,39.82,28.02,287.29,84.47,66.24,72.34,93.83,38.63,79.22,78.9,72.8
8/18/2025 7:00,8/18/2025 7:59,Meter BSGN1-APF - CHILLER 1,284.96,83.44,21.93,23.61,95.13,37.83,23.34,289.59,87.87,23.14,25.3,93.85,38.99,27.48,285.48,82.34,21.02,23.36,92.44,40.12,28.3,286.68,84.55,66.09,72.26,93.81,38.98,79.11,79.5,72.8
8/18/2025 8:00,8/18/2025 8:59,Meter BSGN1-APF - CHILLER 1,283.44,84.01,21.97,23.63,95.26,37.5,23.28,287.89,89.14,23.41,25.51,94,38.35,27.65,284.11,83.38,21.13,23.51,92.35,39.86,28.85,285.15,85.51,66.51,72.66,93.87,38.57,79.78,79.8,73.8
8/18/2025 9:00,8/18/2025 9:59,Meter BSGN1-APF - CHILLER 1,283.1,81.55,21.36,22.93,95.33,37.58,22.44,287.82,87.39,22.97,24.97,94.07,38.26,26.94,283.94,81.67,20.66,23.03,92.14,39.91,28.58,284.95,83.54,64.99,70.92,93.85,38.58,77.95,79.1,73.1
8/18/2025 10:00,8/18/2025 10:59,Meter BSGN1-APF - CHILLER 1,281.73,83.52,21.75,23.38,95.67,36.22,22.18,286.59,89.54,23.4,25.47,93.95,36.61,28.04,282.67,82.41,20.71,23.14,92.03,38.98,29.18,283.66,85.15,65.86,71.99,93.88,37.27,79.39,78.7,72.6
8/18/2025 11:00,8/18/2025 11:59,Meter BSGN1-APF - CHILLER 1,279.92,84.44,21.91,23.47,95.83,36.25,22.06,284.87,90.47,23.32,25.61,93.52,36.57,29.31,280.6,81.98,20.4,22.86,91.94,39.57,29.17,281.8,85.63,65.62,71.94,93.76,37.46,80.54,78.1,71.9
8/18/2025 12:00,8/18/2025 12:59,Meter BSGN1-APF - CHILLER 1,279.04,86.63,22.54,24.01,96.21,35.91,21.66,284.24,92.85,23.76,26.24,92.99,36.27,31.26,279.57,82.54,20.54,22.92,91.96,39.92,29.16,280.95,87.34,66.83,73.17,93.72,37.37,82.07,79.3,73
8/18/2025 13:00,8/18/2025 13:59,Meter BSGN1-APF - CHILLER 1,278.45,87.26,22.74,24.13,96.44,36.37,21.04,283.93,94.33,24.12,26.6,92.82,36.26,32,279.04,82.22,20.29,22.79,91.64,40.76,29.52,280.48,87.94,67.15,73.52,93.63,37.8,82.55,79.4,72.9
8/18/2025 14:00,8/18/2025 14:59,Meter BSGN1-APF - CHILLER 1,277.94,87.14,22.7,24.06,96.7,36.67,20.25,283.65,94.3,24.04,26.58,92.6,36.35,32.62,278.67,81.12,19.93,22.45,91.38,41.45,29.57,280.09,87.52,66.68,73.1,93.56,38.16,82.44,79.8,73.5
8/18/2025 15:00,8/18/2025 15:59,Meter BSGN1-APF - CHILLER 1,277.61,87.58,22.8,24.14,96.81,36.75,19.98,283.49,95.09,24.19,26.78,92.35,36.29,33.25,278.2,80.76,19.8,22.3,91.32,41.72,29.39,279.77,87.81,66.79,73.22,93.49,38.25,82.62,79.9,73.6
8/18/2025 16:00,8/18/2025 16:59,Meter BSGN1-APF - CHILLER 1,277.76,87.34,22.83,24.09,97.04,37.03,19.12,283.77,94.68,24.03,26.68,92,36.58,33.91,278.12,79.67,19.56,22.03,91.1,42.54,29.08,279.88,87.23,66.41,72.8,93.38,38.72,82.12,79.6,72.8
8/18/2025 17:00,8/18/2025 17:59,Meter BSGN1-APF - CHILLER 1,278.21,85.78,22.4,23.69,97.07,38.36,18.6,284.41,92.8,23.54,26.21,91.97,37.95,33.25,278.81,78.1,19.12,21.61,90.92,43.99,28.67,280.47,85.56,65.06,71.51,93.32,40.1,80.52,79.2,72.6
8/18/2025 18:00,8/18/2025 18:59,Meter BSGN1-APF - CHILLER 1,281.27,88.27,23.33,24.67,96.99,37.23,19.47,287.12,95.21,24.44,27.18,91.87,37.04,34.33,281.57,80.32,19.95,22.47,91.23,43.03,29,283.32,87.93,67.72,74.32,93.37,39.1,82.8,79.6,72.8
8/18/2025 19:00,8/18/2025 19:59,Meter BSGN1-APF - CHILLER 1,284.37,87.62,23.3,24.72,96.81,37.24,19.92,290.34,95.02,24.78,27.4,92.47,37,33.04,284.89,81.65,20.46,23.08,91.17,42.22,29.73,286.54,88.1,68.54,75.21,93.48,38.82,82.69,80,72.8
8/18/2025 20:00,8/18/2025 20:59,Meter BSGN1-APF - CHILLER 1,284.28,85.24,22.67,24.07,96.77,37.45,19.49,290.39,91.35,23.79,26.35,92.28,38.01,32.04,284.68,78.43,19.75,22.16,91.63,42.88,27.84,286.45,85.01,66.22,72.58,93.56,39.45,79.37,80,73.6
8/18/2025 21:00,8/18/2025 21:59,Meter BSGN1-APF - CHILLER 1,285.23,85.23,22.72,24.12,96.59,36.59,20.11,291.1,91.64,23.92,26.5,92.61,37.24,31.58,285.63,79.78,20.16,22.63,91.74,41.68,28.31,287.32,85.55,66.8,73.25,93.65,38.5,80.01,79.5,72.6
8/18/2025 22:00,8/18/2025 22:59,Meter BSGN1-APF - CHILLER 1,285.02,85.07,22.63,24.1,96.57,37.1,20.08,290.82,92.13,23.97,26.6,92.62,37.4,31.62,285.52,80.15,20.16,22.73,91.38,41.98,28.89,287.12,85.78,66.75,73.42,93.52,38.82,80.6,79.8,73.5
8/18/2025 23:00,8/18/2025 23:59,Meter BSGN1-APF - CHILLER 1,285.33,82.7,21.97,23.43,96.43,37.87,19.82,291.02,89.56,23.37,25.89,92.81,38.25,30.28,286.09,79.01,19.98,22.46,91.35,42.54,28.36,287.48,83.76,65.32,71.77,93.53,39.55,78.46,79.3,72.6
8/19/2025 0:00,8/19/2025 0:59,Meter BSGN1-APF - CHILLER 1,285.84,85.04,22.7,24.14,96.18,37.86,21.04,291.07,91.81,24.09,26.56,92.95,38.16,30.65,286.36,81.28,20.65,23.12,91.47,42.1,29.17,287.76,86.04,67.44,73.82,93.53,39.37,80.86,80.8,73.6
8/19/2025 1:00,8/19/2025 1:59,Meter BSGN1-APF - CHILLER 1,285.37,84.95,22.46,24.08,95.8,38.29,22.03,290.2,90.52,23.74,26.09,93.07,39.18,29.93,285.81,81.73,20.77,23.2,91.87,42.14,28.75,287.13,85.73,66.97,73.38,93.58,39.87,80.72,80.1,73.8
8/19/2025 2:00,8/19/2025 2:59,Meter BSGN1-APF - CHILLER 1,285.11,84.79,22.37,24.02,95.67,38.09,22.34,290.09,90.36,23.75,26.06,93.25,38.84,29.45,285.55,81.98,20.8,23.26,91.96,41.46,28.77,286.92,85.71,66.93,73.34,93.63,39.46,80.56,79.9,73.6
8/19/2025 3:00,8/19/2025 3:59,Meter BSGN1-APF - CHILLER 1,285.69,85.89,22.73,24.39,95.36,37.48,23.41,290.37,90.86,23.9,26.21,93.41,38.57,29.32,286.16,83.6,21.43,23.75,92.22,40.4,28.98,287.4,86.78,68.07,74.35,93.67,38.82,81.71,79.8,72.8
8/19/2025 4:00,8/19/2025 4:59,Meter BSGN1-APF - CHILLER 1,285.69,81.92,21.64,23.24,95.25,38.37,22.58,290.18,86.93,22.87,25.06,93.5,39.46,27.8,286.15,80.55,20.61,22.89,92.15,41.24,27.91,287.34,83.13,65.12,71.19,93.64,39.69,78.28,79.2,72.8
8/19/2025 5:00,8/19/2025 5:59,Meter BSGN1-APF - CHILLER 1,284.84,84.98,22.42,24.05,95.34,37.28,23.35,289.47,90.86,23.94,26.13,93.54,38.19,29,285.43,83.5,21.36,23.67,92.13,40.16,29.2,286.58,86.45,67.71,73.85,93.67,38.55,81.55,79.2,72.8
8/19/2025 6:00,8/19/2025 6:59,Meter BSGN1-APF - CHILLER 1,285.71,84.86,22.48,24.09,95.39,37.24,23.14,290.48,90.47,23.81,26.12,93.63,38.22,28.86,286.31,83.75,21.34,23.8,92.03,40.18,29.39,287.5,86.36,67.63,74,93.69,38.54,81.39,80.3,73.7
8/19/2025 7:00,8/19/2025 7:59,Meter BSGN1-APF - CHILLER 1,286.29,14.01,3.51,3.81,99.11,23.32,3.6,291.23,15.22,3.78,4.38,25.93,14.68,4.54,286.97,14.05,3.38,4.01,76.91,15.39,4.66,288.16,14.43,10.68,12.2,67.32,17.8,12.8,78.6,72.2
8/19/2025 8:00,8/19/2025 8:59,Meter BSGN1-APF - CHILLER 1,284.71,0.77,0,0,99.9,20.41,0,289.51,1.11,0,0.3,5.38,9.21,0,285.45,1.01,0,0.3,70.87,10.81,0.08,286.56,0.96,0,0.6,58.72,13.48,0.08,0.6,0
8/19/2025 9:00,8/19/2025 9:59,Meter BSGN1-APF - CHILLER 1,281.64,95.74,24.63,26.8,95.2,33.71,29.46,286.41,102.24,26.68,29.1,88.37,33.66,33.27,282.47,96.75,24.21,27.17,89.4,35.22,36.64,283.51,98.25,75.52,83.07,90.99,34.19,99.37,160,145.2
8/19/2025 10:00,8/19/2025 10:59,Meter BSGN1-APF - CHILLER 1,280.62,75.07,19.59,20.92,96.01,37.7,19.08,285.64,83.27,21.8,23.62,94.65,37.12,24.53,281.42,76.83,19.08,21.45,91.39,40.76,27.96,282.56,78.39,60.47,65.99,94.01,38.53,71.57,72.7,66.3
8/19/2025 11:00,8/19/2025 11:59,Meter BSGN1-APF - CHILLER 1,279.08,76.79,19.9,21.29,96.42,37.53,18.5,284.44,86,22.29,24.27,94.46,36.38,25.86,279.9,77.97,19.2,21.68,91,41.09,28.9,281.14,80.25,61.39,67.24,93.96,38.33,73.26,76,69
8/19/2025 12:00,8/19/2025 12:59,Meter BSGN1-APF - CHILLER 1,279.38,77.91,20.26,21.6,96.67,37.86,18.19,284.9,87.38,22.7,24.73,94.15,36.59,26.95,279.95,78.05,19.14,21.67,90.75,42.04,29.15,281.41,81.11,62.1,68,93.86,38.83,74.3,88.9,81.5
8/19/2025 13:00,8/19/2025 13:59,Meter BSGN1-APF - CHILLER 1,278.14,77.7,20.23,21.46,97.03,38.21,17.03,283.9,87.97,22.72,24.82,93.95,36.48,27.61,278.74,77.21,18.79,21.37,90.36,43.11,29.27,280.26,80.96,61.75,67.65,93.78,39.27,73.91,78.8,73.1
8/19/2025 14:00,8/19/2025 14:59,Meter BSGN1-APF - CHILLER 1,278.04,78.79,20.55,21.76,97.15,38.59,16.93,283.8,89.07,22.98,25.11,93.57,36.74,28.64,278.39,77.24,18.71,21.35,90.18,43.84,29.38,280.08,81.7,62.24,68.21,93.63,39.72,74.96,83.4,76.6
8/19/2025 15:00,8/19/2025 15:59,Meter BSGN1-APF - CHILLER 1,277.66,78.06,20.32,21.53,97.39,39.05,15.93,283.69,88.87,22.76,25.05,93.34,36.86,29.08,277.96,75.9,18.14,20.92,89.75,44.57,29.35,279.77,80.94,61.22,67.5,93.5,40.16,74.36,74.3,67.9
8/19/2025 16:00,8/19/2025 16:59,Meter BSGN1-APF - CHILLER 1,277.38,79.35,20.69,21.84,97.39,38.82,16.26,283.49,90.06,23.11,25.38,93.29,36.59,29.68,277.63,76.95,18.52,21.2,89.74,44.33,29.74,279.5,82.12,62.32,68.42,93.47,39.91,75.68,83,76.6
8/19/2025 17:00,8/19/2025 17:59,Meter BSGN1-APF - CHILLER 1,277.33,79.25,20.68,21.82,97.56,39.32,15.6,283.75,90.99,23.48,25.65,93.32,36.66,29.95,277.65,77.08,18.35,21.24,89.25,45,30.37,279.58,82.44,62.51,68.71,93.37,40.33,75.92,76,69.8
8/19/2025 18:00,8/19/2025 18:59,Meter BSGN1-APF - CHILLER 1,280.23,77.37,20.37,21.5,97.5,39.9,15.39,286.38,88.84,23.01,25.25,93.4,37.55,28.9,280.5,75.58,18.27,21.02,89.45,45.61,29.46,282.37,80.6,61.66,67.77,93.45,41.02,73.75,74.4,67.9
8/19/2025 19:00,8/19/2025 19:59,Meter BSGN1-APF - CHILLER 1,283.07,77.3,20.45,21.72,97.3,39.41,16.04,289.35,88.82,23.38,25.54,93.8,37.27,28.11,283.58,76.83,18.84,21.63,89.66,44.71,29.83,285.33,80.98,62.67,68.89,93.59,40.46,73.97,78.2,71.6
8/19/2025 20:00,8/19/2025 20:59,Meter BSGN1-APF - CHILLER 1,284.75,77.98,20.89,22.05,97.26,38.61,16.33,290.83,88.9,23.49,25.69,93.69,37.12,28.37,285.11,76.87,19.07,21.75,90.07,44.14,29.35,286.89,81.25,63.45,69.48,93.68,39.96,74.05,73.7,67.2
8/19/2025 21:00,8/19/2025 21:59,Meter BSGN1-APF - CHILLER 1,284.12,78.68,20.99,22.19,97.12,37.89,16.96,290.07,88.7,23.27,25.55,93.49,36.71,28.7,284.36,76.83,19.06,21.7,90.38,43.39,28.96,286.18,81.4,63.32,69.44,93.67,39.33,74.62,74,67.4
8/19/2025 22:00,8/19/2025 22:59,Meter BSGN1-APF - CHILLER 1,285.34,77.11,20.54,21.81,96.86,38.35,17.31,291.2,87.26,23.06,25.23,93.74,37.25,27.67,285.69,76.58,19.07,21.73,90.31,43.29,28.99,287.41,80.32,62.67,68.77,93.64,39.63,73.97,76.7,70
8/19/2025 23:00,8/19/2025 23:59,Meter BSGN1-APF - CHILLER 1,285.31,77.44,20.61,21.95,96.58,38.52,18.12,291,87.4,23.18,25.26,94.03,37.47,27.07,285.83,77.98,19.42,22.12,90.43,42.81,29.43,287.38,80.94,63.2,69.33,93.68,39.6,74.62,77.5,70
8/20/2025 0:00,8/20/2025 0:59,Meter BSGN1-APF - CHILLER 1,284.6,77.17,20.4,21.79,96.41,39.04,18.51,290.15,86.38,22.81,24.89,93.92,38.38,26.86,285.19,77.44,19.41,21.93,90.66,43.29,28.81,286.65,80.33,62.62,68.62,93.66,40.24,74.18,78.3,71.9
8/20/2025 1:00,8/20/2025 1:59,Meter BSGN1-APF - CHILLER 1,285.3,78.16,20.72,22.14,96.11,38.52,19.5,290.4,86.53,22.9,24.95,94.06,38.11,26.61,285.63,78.63,19.72,22.3,91.02,42.13,28.91,287.11,81.11,63.33,69.4,93.73,39.59,75.02,75.1,68.1
8/20/2025 2:00,8/20/2025 2:59,Meter BSGN1-APF - CHILLER 1,285.06,77.39,20.48,21.89,95.93,39.04,19.7,290.09,85.39,22.68,24.59,94.18,38.93,25.95,285.37,78.23,19.67,22.17,91.27,42.5,28.36,286.84,80.34,62.82,68.64,93.8,40.16,74.02,76.4,70
8/20/2025 3:00,8/20/2025 3:59,Meter BSGN1-APF - CHILLER 1,284.71,76.46,20.1,21.6,95.85,39.05,19.67,289.59,84.48,22.32,24.3,94.36,39.01,25.28,285.02,77.86,19.57,22.02,91.33,42.19,28.15,286.44,79.6,61.99,67.93,93.85,40.08,73.1,77.8,71.2
8/20/2025 4:00,8/20/2025 4:59,Meter BSGN1-APF - CHILLER 1,284.69,75.42,19.92,21.32,95.69,39.03,19.73,289.71,83.14,22.01,23.91,94.47,39.14,24.63,285.18,77.02,19.33,21.8,91.45,41.95,27.76,286.53,78.53,61.26,67.02,93.87,40.04,72.12,73.6,67.2
8/20/2025 5:00,8/20/2025 5:59,Meter BSGN1-APF - CHILLER 1,284.24,76.15,20.06,21.48,95.58,38.58,20.29,288.98,83.65,22.02,24.02,94.63,38.84,24.47,284.74,78.18,19.66,22.09,91.64,41.34,27.97,285.99,79.33,61.73,67.59,93.95,39.58,72.73,76.2,69
8/20/2025 6:00,8/20/2025 6:59,Meter BSGN1-APF - CHILLER 1,284.85,74.21,19.42,20.97,95.54,38.96,19.83,289.52,81.82,21.66,23.54,94.63,39.21,23.88,285.31,76.47,19.24,21.67,91.5,41.74,27.51,286.56,77.5,60.32,66.17,93.89,39.97,71.23,71.9,65.4
8/20/2025 7:00,8/20/2025 7:59,Meter BSGN1-APF - CHILLER 1,285.26,74.84,19.69,21.18,95.51,38.61,20.05,289.81,81.93,21.77,23.58,94.63,38.95,23.94,285.68,76.79,19.41,21.78,91.72,41.17,27.3,286.92,77.85,60.87,66.54,93.95,39.58,71.29,74,68.1
8/20/2025 8:00,8/20/2025 8:59,Meter BSGN1-APF - CHILLER 1,284.61,75.09,19.78,21.2,95.56,38.78,19.99,289.61,83,22.03,23.86,94.79,38.68,23.9,285.32,77.61,19.54,21.99,91.5,41.1,28.01,286.51,78.57,61.35,67.05,93.95,39.52,71.9,73.3,68.1
8/20/2025 9:00,8/20/2025 9:59,Meter BSGN1-APF - CHILLER 1,283.58,75.57,19.76,21.28,95.48,38.74,20.36,288.43,83.27,22.05,23.85,94.9,38.74,23.76,284.33,78.43,19.75,22.14,91.66,41.06,28.08,285.45,79.09,61.55,67.27,94.01,39.51,72.2,75.8,69.3
8/20/2025 10:00,8/20/2025 10:59,Meter BSGN1-APF - CHILLER 1,284.53,75.27,19.73,21.27,95.14,38.38,20.99,289.1,82.01,21.83,23.53,95.07,38.68,23.03,285.25,78.45,19.89,22.22,92.01,40.1,27.65,286.29,78.57,61.45,67.02,94.08,39.05,71.67,73.1,67.8
8/20/2025 11:00,8/20/2025 11:59,Meter BSGN1-APF - CHILLER 1,285.18,74.48,19.44,21.08,94.93,38.25,21.19,289.7,80.72,21.57,23.21,95.17,38.58,22.41,286.14,77.86,19.84,22.1,92.15,39.48,27.2,287.01,77.68,60.85,66.39,94.08,38.77,70.79,73.4,67.5
8/20/2025 12:00,8/20/2025 12:59,Meter BSGN1-APF - CHILLER 1,285.17,74.6,19.46,21.09,94.97,37.93,21.2,289.36,80.68,21.43,23.18,95.06,38.3,22.66,286.04,77.52,19.75,22.02,92.27,39.26,26.97,286.86,77.6,60.64,66.29,94.1,38.5,70.82,72.5,67.5
8/20/2025 13:00,8/20/2025 13:59,Meter BSGN1-APF - CHILLER 1,283.89,74.64,19.45,21.04,95.21,38.45,20.71,288.48,81.49,21.66,23.34,95.09,38.57,22.84,284.86,77.9,19.74,22.02,92.02,40.04,27.4,285.74,78.01,60.84,66.38,94.11,39.02,70.94,71.5,65.6
8/20/2025 14:00,8/20/2025 14:59,Meter BSGN1-APF - CHILLER 1,281.18,76.92,19.98,21.48,95.64,37.83,20.38,286.01,84.33,22.15,23.95,94.73,37.73,24.53,282.09,78.91,19.71,22.1,91.78,40.21,28.09,283.09,80.05,61.84,67.53,94.05,38.59,73,75.3,68.7
8/20/2025 15:00,8/20/2025 15:59,Meter BSGN1-APF - CHILLER 1,279.31,77.93,20.27,21.61,96.26,37.9,19.11,284.52,86.43,22.56,24.45,94.33,37.19,26.12,279.83,78.56,19.36,21.84,91.23,41.35,28.68,281.22,80.97,62.2,67.89,93.94,38.81,73.9,73.8,67.4
8/20/2025 16:00,8/20/2025 16:59,Meter BSGN1-APF - CHILLER 1,278.9,78.14,20.28,21.63,96.53,38.52,18.4,284.32,87.24,22.58,24.63,94.01,37.46,27.07,279.48,78.05,19.1,21.64,90.82,42.56,28.94,280.9,81.14,61.96,67.9,93.79,39.51,74.42,73.6,67.4
8/20/2025 17:00,8/20/2025 17:59,Meter BSGN1-APF - CHILLER 1,279.88,77.66,20.37,21.58,96.77,38.93,17.67,285.57,87.25,22.7,24.74,93.95,37.83,27.2,280.41,77.28,19.03,21.49,90.66,43.29,28.8,281.95,80.73,62.1,67.81,93.79,40.02,73.67,74.8,68.1
8/20/2025 18:00,8/20/2025 18:59,Meter BSGN1-APF - CHILLER 1,281.39,77.21,20.24,21.57,96.71,39.29,17.73,286.9,86.72,22.67,24.72,93.98,38.1,26.92,281.93,76.97,18.96,21.54,90.66,43.54,28.7,283.41,80.3,61.87,67.83,93.78,40.31,73.34,79.2,73.1
8/20/2025 19:00,8/20/2025 19:59,Meter BSGN1-APF - CHILLER 1,283.62,76.18,20.15,21.46,96.78,39.13,17.24,289.25,85.77,22.56,24.65,93.99,38.07,26.57,284.04,76.02,18.91,21.45,90.62,43.68,28.32,285.64,79.32,61.62,67.56,93.79,40.29,72.13,72.4,66.3
8/20/2025 20:00,8/20/2025 20:59,Meter BSGN1-APF - CHILLER 1,284.29,77.13,20.46,21.78,96.67,38.96,17.79,289.94,86.33,22.8,24.87,93.89,38.51,26.91,284.79,76.84,19.22,21.73,90.81,43.64,28.3,286.34,80.1,62.48,68.38,93.79,40.37,73,76.2,70.2
8/20/2025 21:00,8/20/2025 21:59,Meter BSGN1-APF - CHILLER 1,285.87,75.36,20.13,21.37,96.73,39.63,17.18,291.43,83.91,22.12,24.28,93.61,39.37,26.61,286.18,74.04,18.58,21.05,90.9,44.68,27.04,287.82,77.77,60.84,66.7,93.75,41.23,70.83,75.4,69.1
8/20/2025 22:00,8/20/2025 22:59,Meter BSGN1-APF - CHILLER 1,285.57,76.06,20.17,21.58,96.31,39.27,18.45,290.86,84.81,22.49,24.5,94.04,38.82,26.08,285.93,76.36,19.1,21.67,90.92,43.11,28.09,287.45,79.08,61.76,67.75,93.76,40.4,72.62,73.6,68.1
